#z(m) u(m/s) V(1/s) T(K) rho(kg/m3) N2 H H2 O OH O2 H2O2 H2O HO2 CO CH3 CH2O CO2 CH4 C2H2 C2H4 CH2CO C2H6
0.007377278645833332 2.6933801914251783 0.0 1147.2395812826278 0.29437415346646895 0.7136587799719121 1.678443566319287e-05 0.0011359808364478402 2.8813737467251806e-05 0.00017126981765769607 0.1523484212886119 8.217187973393643e-06 0.034563574707027624 0.0005291360941318013 0.0412427963310182 0.0006660241224415442 0.0016064323257282992 0.015552750057605792 0.0013078172451168229 0.001123536178809314 0.033122987793447016 0.0004545853845894269 0.0024620924854331628
0.007378011067708332 2.7070178244266776 0.0 1152.8155275002323 0.29289113158364466 0.7136899521736274 1.735784062459812e-05 0.001138916266040013 3.0081919088051243e-05 0.00017600533263163604 0.15178976176937717 8.163833886847365e-06 0.034797366379955036 0.0005286995968864402 0.04160164761768372 0.0006752650148791296 0.0016054753761403204 0.015730025803589724 0.0013123293146091836 0.0011361200744926284 0.03285312159299096 0.0004590499216657738 0.002450660172917688
0.007378743489583332 2.7206478321203718 0.0 1158.3857948053885 0.2914237941611152 0.713721699619584 1.794479678953004e-05 0.0011418416259700002 3.139610886936718e-05 0.00018085042980919386 0.15122933149556242 8.108754742200838e-06 0.035031404747938484 0.000528147022379128 0.04196149617939669 0.0006844443861820588 0.0016043602557090928 0.015908566063868798 0.001316677320143099 0.0011487923053319724 0.03258294020169899 0.00046348018227036455 0.002438518504844428
0.007379475911458332 2.7342691561647103 0.0 1163.949958211802 0.28997200660529887 0.7137540162855174 1.854539437273895e-05 0.0011447565091270784 3.275740667947625e-05 0.00018580698177126872 0.15066716282908899 8.051980448234247e-06 0.03526567436790914 0.0005274780359300482 0.04232230792603631 0.0006935554439227342 0.0016030885041348473 0.016088370571784364 0.0013208580407591888 0.0011615522343109647 0.03231246726331252 0.0004678734882632404 0.0024256767377242336
0.007380208333333332 2.7478807425692287 0.0 1169.5075959502367 0.2885356345814677 0.7137868959058228 1.915971682066275e-05 0.001147660496871589 3.416691165627599e-05 0.00019087685866028765 0.15010328883124024 7.993542242452313e-06 0.035500159582975144 0.000526692419309965 0.04268404793423884 0.0007025914238907116 0.0016016616000686164 0.016269438909422822 0.00132486832014442 0.0011743991432280629 0.03204172640533053 0.00047222713213656306 0.0024121448670351934
0.007380940755208332 2.7614815418137155 0.0 1175.0582895147847 0.2871145440610239 0.7138203319772062 1.9787840729835707e-05 0.0011505531590397472 3.562572121983679e-05 0.00019606192765054438 0.1495377432633061 7.933472695106446e-06 0.0357348445242962 0.0005257900716711372 0.04304668044757701 0.0007115456015388771 0.001600080959609463 0.01645177050601497 0.001328705070713811 0.001187332227841929 0.03177074124189314 0.00047653837892714675 0.0023979336091661425
0.007381673177083332 2.775070508957106 0.0 1180.601623703269 0.28570860136744175 0.7138543177626244 2.0429835778648967e-05 0.0011534340539649933 3.7134930107999856e-05 0.000201364052483672 0.14897056058619512 7.87180571161766e-06 0.03596971311324946 0.0005247710101958565 0.04341016887789998 0.0007204113032051073 0.0015983479351957652 0.016635364636430006 0.001332365277633836 0.0012003505928393668 0.031499535377403076 0.0004808044682472785 0.0023830543819323914
0.0073824055989583325 2.7886466037370843 0.0 1186.1371866522186 0.28431767322078827 0.7138888462955045 2.1085764672361403e-05 0.0011563027285163142 3.8695629439593906e-05 0.00020678509306717568 0.1484017759589866 7.808576533193857e-06 0.036204749063886904 0.0005236353704657977 0.04377447580785368 0.0007291819170729683 0.001596463814894916 0.016820220419765913 0.0013358460027796388 0.001213453246629546 0.03122813241085452 0.00048502261644026466 0.0023675192837356762
0.0073831380208333325 2.8022087906614037 0.0 1191.6645698668742 0.28294162678073503 0.7139239103842286 2.1755683101191935e-05 0.001159158718153944 4.030890580976803e-05 0.00021232690513342767 0.14783142523639844 7.743821735435815e-06 0.036439935885683505 0.0005223834065562405 0.044139562994597745 0.0007378509038378322 0.0015944298220940385 0.017006336818037704 0.0013391443886184113 0.0012266390959694879 0.030956555940833623 0.0004891900188667569 0.0023513410714440233
0.0073838704427083325 2.815756039091994 0.0 1197.1833682467018 0.28158032968798763 0.713959502616872 2.2439639711261275e-05 0.0011620015470028312 4.197584042183445e-05 0.00021799133995603187 0.1472595449651523 7.677579224728363e-06 0.03667525688657511 0.0005210154908600431 0.04450539137473186 0.0007464118070477268 0.0015922471155924481 0.017193712634964498 0.0013422576620115165 0.0012399069404270848 0.03068482957115107 0.0004933038523274081 0.0023345331370704433
0.0073846028645833325 2.829287323322929 0.0 1202.6931801068997 0.2802336501040629 0.7139956153661832 2.313767608809144e-05 0.0011648307279442164 4.3697508259885444e-05 0.00022378024412000446 0.14668617237921977 7.60988823221663e-06 0.036910695176283766 0.000519532113646975 0.04487192107044055 0.0007548582630912767 0.001589916790094721 0.017382346514856383 0.0013451831379282357 0.0012532554666893484 0.030412976917062327 0.0004973612776268108 0.002317109483332101
0.0073853352864583326 2.8428016226533477 0.0 1208.1936071963974 0.27890145674934796 0.7140322407947894 2.3849826752316518e-05 0.0011676457627256267 4.547497730629034e-05 0.00022969545934179307 0.1461113453939399 7.540789305172223e-06 0.03714623366992805 0.000517933882364668 0.045239111396861334 0.0007631840108081706 0.0015874398771012327 0.017572236941601326 0.0013479182230642635 0.0012666832427250274 0.03014102161202776 0.0005013594422829658 0.0022990846981738072
0.007386067708333333 2.8562979214564397 0.0 1213.6842547128363 0.27758361893939093 0.7140693708606187 2.4576119167208365e-05 0.001170446142089581 4.730930780799483e-05 0.0002357388223347775 0.14553510259900038 7.470324295560555e-06 0.03738185509191481 0.0005162215206880392 0.0456069208706779 0.0007713829007007057 0.001584817346191092 0.01776338223775228 0.0013504604193583984 0.0012801887118122997 0.029868987314961 0.0005052954833857368 0.0022804739283414934
0.007386800130208333 2.8697752092455358 0.0 1219.1647313150313 0.2762800066193722 0.7141069973225209 2.5316573757575796e-05 0.0011732313459212262 4.9201551595332587e-05 0.0002419121647155494 0.1449574832502824 7.3985363456285116e-06 0.03761754198010845 0.0005143958673245519 0.04597530721993592 0.0007794489037280323 0.0015820501066903872 0.01795578056371449 0.0013528073274011597 0.0012937701864438353 0.02959689771791139 0.0005091665306068688 0.0022612928520925816
0.007387532552083333 2.88323248073841 0.0 1224.6346491333875 0.27499049039672224 0.714145111746078 2.6071203939556626e-05 0.0011760008434151066 5.115275145682201e-05 0.0002482173129459748 0.144378527260571 7.3254698703410415e-06 0.03785327669027306 0.0005124578745831351 0.046344227395075106 0.00078737611966777 0.0015791390097166546 0.018149429917032223 0.0013549566497293812 0.001307425842123176 0.029324776554123 0.0005129697093631718 0.0022415576511310006
0.007388264973958333 2.8966687359207715 0.0 1230.0936237787462 0.27371494157185633 0.7141837055095869 2.6840016160787647e-05 0.0011787540932612234 5.316394057315729e-05 0.0002546560883057866 0.14379827518913846 7.251170536506352e-06 0.038089041400782175 0.0005104086067149794 0.04671363758116761 0.000795158785032622 0.0015760848505885347 0.018344328131774425 0.0013569061940011502 0.0013211537110680914 0.029052647606411196 0.0005167021441334538 0.0022212849818550135
