z (m),u (m/s),V (1/s),T (K),rho (kg/m3),N2,H,H2,O,OH,O2,H2O2,H2O,HO2,CO,CH3,CH2O,CO2,CH4,C2H2,C2H4,CH2CO,C2H6,C,CH,HCO,TXCH2,SXCH2,C2H3,C2H5,HCCO,CH3CHO,CH2CHO,C2H5O
0.3500984191894531,2.243618515684289,0.0,1306.8757406908567,0.259562256541321,0.7263224711691542,3.1674310238438064e-05,0.0006811390223195135,0.00010940405213421846,0.00041023776637567433,0.13599514457135178,5.294613889584539e-06,0.04133007301461337,0.0004148923949493672,0.04580107993874571,0.0005624532646267857,0.0012095452662087254,0.02793278583181075,0.0008979177839811545,0.0006678754313705559,0.015256528876188901,0.0004329789008498606,0.001003961430193121,3.42488912773811e-09,1.3742572875112676e-07,5.601435414153381e-05,8.02986020524095e-06,5.608197416204757e-07,5.0625921758687475e-05,9.736456628053552e-05,2.0091829018429535e-05,0.00038375098481108184,0.00031796158832583576,1.586109880022492e-09
0.35009918212890623,2.250588690014852,0.0,1310.7951161083943,0.25875838056622463,0.7263599929997668,3.230492102086769e-05,0.0006818906517527339,0.00011265247361423489,0.00041858085221491994,0.13555072875251237,5.225248635503132e-06,0.04149595258821748,0.00041146905960883065,0.04602393743770554,0.0005635507150700613,0.0012042364958934318,0.02814340760816737,0.0008951870963889002,0.0006716551852808771,0.01507556467380048,0.00043411053682039844,0.0009885965268519293,3.6560841784903603e-09,1.435722495599129e-07,5.6761331115259676e-05,8.210479077233934e-06,5.735276487187907e-07,5.162863420526783e-05,9.570852546731872e-05,2.044048331358141e-05,0.00038167709742094596,0.00031580732956158476,1.5405459250622383e-09
0.3500999450683594,2.2575328962469814,0.0,1314.6993242424371,0.2579624357709435,0.7263975824653017,3.294174117118299e-05,0.0006826252930087662,0.00011597693589095472,0.00042705152339247076,0.13510662169773482,5.156058984093933e-06,0.041661358246778475,0.0004080103194796081,0.046245868504068505,0.0005645229247259672,0.001198869101765987,0.02835479904016109,0.0008923474873530776,0.000675392669354143,0.014895233333258774,0.00043516903722411486,0.0009732126477702681,3.90035066828156e-09,1.4992334715121208e-07,5.7503359170514926e-05,8.39279606565884e-06,5.863555261878875e-07,5.2630785877044046e-05,9.406253890555037e-05,2.0791993784403915e-05,0.00037954988784497264,0.00031358793516233347,1.4965538663677737e-09
0.3501007080078125,2.264450716226331,0.0,1318.58815260112,0.2571743692966721,0.7264352330143171,3.3584693263256964e-05,0.0006833426393290895,0.00011937864719524662,0.0004356506896896319,0.1346628537301447,5.087081087554863e-06,0.04182627774230052,0.000404517732018004,0.04646684042602379,0.0005653695220464817,0.0011934433683139262,0.028566954298004956,0.0008893996570554597,0.00067908553396163,0.014715551101543062,0.0004361531734795213,0.0009578177873436203,4.158247275286706e-09,1.564822851569648e-07,5.82400706145578e-05,8.576749776569509e-06,5.992988491929555e-07,5.3631547375387714e-05,9.24273023666247e-05,2.114626358301764e-05,0.0003773698995784344,0.00031130593614486665,1.4540737875905859e-09
0.3501014709472656,2.2713417353408993,0.0,1322.4613909017949,0.2563941284958159,0.7264729380952595,3.423369774118499e-05,0.0006840423847258152,0.00012285882429601593,0.00044437924182763334,0.13421945519641487,5.018350675871582e-06,0.041990698861126954,0.00040099286379576644,0.04668682044636001,0.000566090227035973,0.0011879595810673329,0.02877986745410892,0.0008863443628340281,0.0006827313853813819,0.014536534251551351,0.0004370617708992968,0.0009424198453597378,4.430344967318626e-09,1.6325221063035356e-07,5.897110086994338e-05,8.76227632173012e-06,6.123529092431405e-07,5.4630076855984444e-05,9.080347432584102e-05,2.1503191333275782e-05,0.0003751377073724412,0.00030896388395874235,1.4130479989259858e-09
0.3501022338867188,2.278205542594228,0.0,1326.3188310960768,0.25562166093484384,0.7265106911597506,3.488867298005884e-05,0.0006847242242047026,0.00012641869238902718,0.000453238050573079,0.13377645645656408,4.949903011041225e-06,0.04215460942867827,0.0003974372886438715,0.04690577577706594,0.0005666848506270721,0.00118241802801531,0.028993532483708333,0.0008831824186666221,0.0006863277873636858,0.01435819907822435,0.0004378937109860638,0.0009270266194102729,4.71722655050723e-09,1.702361449549016e-07,5.969608873387145e-05,8.94930932546258e-06,6.255128152075678e-07,5.562552134511148e-05,8.919167654442586e-05,2.186267111006802e-05,0.00037285391718870273,0.00030656434529469426,1.3734209617018765e-09
0.3501029968261719,2.2850417306788318,0.0,1330.1602673949315,0.2548569143968757,0.7265484856658397,3.55495353471024e-05,0.0006853878539901619,0.00013005948496760966,0.0004622279658200613,0.1333338878737428,4.881772841907958e-06,0.042317997314201786,0.00039385258581496157,0.04712367361402511,0.0005671532939661782,0.0011768190009878528,0.029207943265520012,0.0008799146945955209,0.000689872262849484,0.014180561894326784,0.0004386479336105538,0.0009116457975743415,5.01948616375098e-09,1.7743697464626275e-07,6.0414676624630316e-05,9.13777993388789e-06,6.387734945466208e-07,5.661701809817635e-05,8.759249471866177e-05,2.2224592422811023e-05,0.00037051916611131284,0.0003041098969863931,1.3351392152776106e-09
0.350103759765625,2.2918498960543037,0.0,1333.9854962963188,0.2540998368835169,0.7265863150812416,3.62161992635259e-05,0.000686032971752419,0.0001337824436762495,0.00047134981565563947,0.132891779803727,4.813994359692545e-06,0.04248085043563576,0.00039024033816580594,0.04734048115193052,0.0005674955476123904,0.0011711627969959483,0.02942309358256679,0.0008765421160917691,0.0006933622958455575,0.014003639025771463,0.0004393234390658185,0.0008962849513715643,5.337728717695223e-09,1.8485744206566402e-07,6.112651081561882e-05,9.327616826744639e-06,6.521296947711942e-07,5.760369599763331e-05,8.600647918914315e-05,2.258884020347079e-05,0.0003681341222140497,0.00030160312101941796,1.2981513061516433e-09
0.35010452270507814,2.298629639020611,0.0,1337.7943166100831,0.2533503766170145,0.7266241728865053,3.688857726611882e-05,0.0006866592768356567,0.00013758881814068087,0.0004806044053972227,0.13245016258473957,4.7466011544361866e-06,0.04264315676435813,0.00038660213036828344,0.04755616559910257,0.0005677116906526216,0.0011654497195344017,0.029638977122875148,0.0008730656633647765,0.0006967953334526167,0.013827446806734072,0.00043991928999016235,0.0008809515290126828,5.672569276486698e-09,1.925001360501062e-07,6.183124165602283e-05,9.518746231586152e-06,6.655759851155883e-07,5.858467698521661e-05,8.443414570645004e-05,2.295529479872862e-05,0.0003656994843865248,0.0002990465996653633,1.2624077192593174e-09
0.35010528564453125,2.305380563794091,0.0,1341.5865294843206,0.25260848204189057,0.726662052578151,3.756658006922493e-05,0.0006872664704876295,0.0001414798657768879,0.0004899925166123991,0.13200906652712582,4.679626172408318e-06,0.04280490432999487,0.0003829395471484183,0.0477706941924344,0.0005678018897370611,0.0011596800798384542,0.029855587480278604,0.0008694863706149734,0.0007001687880508351,0.013652001574367323,0.00044043461315410926,0.000865652848937037,6.024632381377418e-09,2.003674824824396e-07,6.252852377907165e-05,9.711091940621983e-06,6.79106758442117e-07,5.955907752575015e-05,8.28759762455972e-05,2.332383196679392e-05,0.00036321598211696524,0.00029644291075209733,1.2278608113488855e-09
0.35010604858398436,2.312102278583117,0.0,1345.3619384315498,0.2518741018264036,0.7266999476717576,3.825011662675203e-05,0.0006878542560902057,0.00014545685157603148,0.0004995149061183768,0.1315685219030831,4.6131016746306294e-06,0.04296608122521271,0.0003792541715582334,0.04798403421235436,0.0005677663980381309,0.0011538541980939687,0.03007291815523352,0.0008658053252321665,0.0007034800396413425,0.013477319663196229,0.0004408686011060365,0.0008503960936489414,6.394551314944775e-09,2.0846173481459923e-07,6.321801629774494e-05,9.904575330186187e-06,6.927162333753336e-07,6.052601009814686e-05,8.133241986416052e-05,2.3694322878822935e-05,0.00036068437523296916,0.0002937946230838102,1.1944647463884377e-09
0.3501068115234375,2.3187943956639163,0.0,1349.120349354983,0.25114718486378046,0.7267378517049976,3.893909419420588e-05,0.0006884223393906229,0.00014952104786412432,0.0005091723049627926,0.1311285589364221,4.547059196632216e-06,0.043126675610504574,0.000375547583283198,0.048196152997808266,0.0005676055541363389,0.001147972404598458,0.03029096255566304,0.0008620236669407222,0.0007067264383435202,0.013303417399186822,0.0004412205136721844,0.000835188303856427,6.7829673049748815e-09,2.1678496456155613e-07,6.389938298822411e-05,1.0099115382911333e-05,7.063984566703061e-07,6.148458470961174e-05,7.98038935982754e-05,2.4066634125088857e-05,0.00035810545360051246,0.0002911042920222264,1.162175432940097e-09
0.3501075744628906,2.325456531456585,0.0,1352.8615705749087,0.25042768027322987,0.7267757582406197,3.9633418390697235e-05,0.0006889704287332214,0.0001536737340350411,0.000518965417387104,0.1306892077923662,4.481529509552484e-06,0.043286675718963954,0.00037182135698810763,0.04840701796124744,0.0005673197808363057,0.0011420350408708716,0.03050971399782877,0.0008581425868929939,0.0007099053070471215,0.013130311093494045,0.00044148967930731536,0.0008200363729161959,7.190528667184182e-09,2.253390517837999e-07,6.457229246137584e-05,1.029462871267495e-05,7.201473058182482e-07,6.24339104288959e-05,7.829078339095743e-05,2.444062772602689e-05,0.0003554800367817162,0.0002883744552394297,1.1309504634435898e-09
0.3501083374023437,2.3320883066012126,0.0,1356.5854128551964,0.24971553740073996,0.7268136608693754,4.033299326087448e-05,0.000689498235291388,0.00015791619625547386,0.0005288949197738744,0.130250498567397,4.416542582704841e-06,0.04344606986104477,0.0003680770607040441,0.04861659660360995,0.0005669095839161748,0.0011360424607083938,0.030729165707230242,0.0008541633267124728,0.0007130139442177013,0.01295801703589601,0.00044167549629296656,0.0008049470415879424,7.617889886113694e-09,2.3412567557691898e-07,6.523641832260301e-05,1.049102959238642e-05,7.33956491892614e-07,6.337309693437735e-05,7.679344504736578e-05,2.4816161148282267e-05,0.00035280897365196924,0.0002856076286516452,1.1007490553547976e-09
0.3501091003417969,2.338689346034639,0.0,1360.2916894302045,0.24901070581961673,0.7268515532128899,4.103772133679239e-05,0.0006900054732994986,0.00016224972714079189,0.0005389614595800939,0.12981246127912136,4.35212754770523e-06,0.043604846429314295,0.0003643162542585886,0.04882485652929752,0.0005663755508134878,0.0011299950311882989,0.03094931081954834,0.0008500871774879,0.0007160496268534782,0.012786551487909883,0.00044177743378088764,0.0007899268930994066,8.065710633734276e-09,2.431463045882661e-07,6.589143932048633e-05,1.0688229984697502e-05,7.478195626395667e-07,6.43012560727514e-05,7.531220521171031e-05,2.5193087325921292e-05,0.00035009314197686044,0.0002828063025419935,1.0715319940851046e-09
0.35010986328125,2.3452592790649294,0.0,1363.9802160304853,0.2483131353310726,0.7268894289264586,4.174750369937191e-05,0.0006904918602843908,0.00016667562539857993,0.0005491656542536273,0.12937512585635755,4.2883126642974164e-06,0.04376299390312684,0.0003605404877531841,0.04903176546104539,0.0005657183492508289,0.0011238931336163057,0.03117014238153619,0.0008459154787217257,0.000719009613589653,0.012615930675672732,0.00044179503267988303,0.0007749823485304761,8.534654725251696e-09,2.5240218757680345e-07,6.653703948434838e-05,1.0886139575619927e-05,7.617299058094225e-07,6.521750342360626e-05,7.384736236146581e-05,2.5571254686778194e-05,0.00034733344795082776,0.0002799729378805281,1.0432615777048374e-09
0.3501106262207031,2.351797739450753,0.0,1367.6508109113354,0.24762277596410545,0.7269272817018094,4.246224004018808e-05,0.0006909571172966599,0.00017119519544331186,0.0005595080901453673,0.12893852212896995,4.22512528790357e-06,0.04392050085338714,0.00035675130008559736,0.04923729125490066,0.0005649387258036137,0.001117737164413892,0.03139165335209801,0.0008416496172301007,0.0007218911479502332,0.012446170782410199,0.0004417279063850574,0.0007601196625011002,9.025389012482756e-09,2.618943440468028e-07,6.717290825190279e-05,1.1084665811335133e-05,7.756807527465833e-07,6.612095986654864e-05,7.239918781252821e-05,2.5950507184490905e-05,0.0003445308256953299,0.00027710996284445927,1.0159015633317947e-09
0.35011138916015627,2.358304365476523,0.0,1371.3032948790733,0.24693957797564917,0.7269651052697761,4.318182872258637e-05,0.0006914009691408237,0.0001758097469749667,0.0005699893214049021,0.12850267981806332,4.1625918390820295e-06,0.04407735594718078,0.00035295021752452713,0.049441401915010015,0.0005640375044136301,0.001111527535952227,0.031613836603251816,0.0008372910260016956,0.000724691461739315,0.012277287940740058,0.0004415757413488506,0.0007453449191842667,9.538582214273831e-09,2.7162355496452454e-07,6.779874058656453e-05,1.1283713937993793e-05,7.896651822209382e-07,6.7010753145245e-05,7.096792673285128e-05,2.6330684335852265e-05,0.0003416862367211003,0.0002742197695472657,9.894171152001582e-10
0.3501121520996094,2.3647788000276417,0.0,1374.9374913175075,0.24626349185052585,0.7270028934029048,4.390616684255618e-05,0.0006918231446044712,0.0001805205945230841,0.0005806098688677975,0.12806762852625522,4.100737774935676e-06,0.044233547952372894,0.00034913875233558324,0.04964406560834501,0.0005630155848510174,0.0011052646773284625,0.031836684921119095,0.0008328411830145809,0.0007274077785695141,0.012109298224708295,0.00044133829749424923,0.0007306640286339533,1.007490368451676e-08,2.815903535856083e-07,6.841423708537598e-05,1.1483187044702872e-05,8.036761245115312e-07,6.788601942467071e-05,6.955379915931227e-05,2.6711621263872458e-05,0.0003388006693536461,0.0002713047109786512,9.637747543456872e-10
0.3501129150390625,2.371220690670075,0.0,1378.5532262169636,0.24559446830077059,0.7270406399180194,4.4635150289820304e-05,0.000692223376686407,0.00018532905695830588,0.0005913702189434036,0.12763339772774815,4.039587562510902e-06,0.044389065742273213,0.00034531840145759623,0.04984525067948622,0.0005618739411266565,0.0010989490350800694,0.03206019100708786,0.0008283016100099394,0.00073003731752424,0.0119422176414603,0.000441015408470739,0.0007160827234177936,1.0635022118655753e-08,2.9179501642282617e-07,6.901910407847782e-05,1.1682986109900234e-05,8.177063657531932e-07,6.8745904837822e-05,6.815700101290374e-05,2.709314874695866e-05,0.0003358751381209658,0.0002683670981560685,9.389423098494176e-10
0.3501136779785156,2.377629689725213,0.0,1382.1503282008332,0.24493245826527663,0.7270783386786898,4.536867380812826e-05,0.0006926014028229337,0.00019023645696394716,0.0006022708224905657,0.12720001675880868,3.979164654346111e-06,0.04454389830014749,0.00034149064523578696,0.0500449256651752,0.0005606136198589469,0.0010925810738458977,0.03228434747884192,0.0008236738712304742,0.0007325772969443685,0.011776062122792466,0.0004406069817546277,0.000701606555573538,1.121960419872911e-08,3.022375543642658e-07,6.96130537198184e-05,1.1883010050909552e-05,8.317485525279297e-07,6.958956701640467e-05,6.677770511050128e-05,2.7475093273845682e-05,0.0003329106831083662,0.0002654091974934204,9.148888716356098e-10
0.35011444091796873,2.3840054543471325,0.0,1385.7286285536381,0.24427741290901714,0.7271159835976445,4.610663105552317e-05,0.0006929569651125172,0.0001952441204716157,0.0006133120936946025,0.12676751480818305,3.919491466166829e-06,0.04469803472374295,0.000337656946208746,0.05024305930884851,0.0005592357385966441,0.0010861612769675387,0.03250914687149919,0.0008189595721206356,0.0007350249383362114,0.011610847516413109,0.0004401129985955734,0.0006872408938713305,1.182931317850203e-08,3.12917703976683e-07,7.019580407035941e-05,1.2083155776958784e-05,8.4579519671707e-07,7.041617660227726e-05,6.541606216819649e-05,2.7857277104854753e-05,0.0003299083692782562,0.0002624332283843931,8.915847447556779e-10
0.35011520385742184,2.3903476465994107,0.0,1389.287961249021,0.24362928362214858,0.72715356863911,4.68489146642583e-05,0.0006932898105384052,0.00020035337605796362,0.0006244944089430186,0.12633592090764434,3.860589356812271e-06,0.044851464229756034,0.0003338187479517852,0.050439620575055764,0.0005577414841007119,0.001079690147034213,0.03273458163876126,0.0008141603579924382,0.0007373774703928027,0.011446589576999854,0.0004395335138118983,0.0006729909213858561,1.2464807409724889e-08,3.238349190145989e-07,7.076707917408951e-05,1.2283318245639594e-05,8.598386806084465e-07,7.122491873514e-05,6.407220179364933e-05,2.82395183394804e-05,0.00032686928575714286,0.00025944136100129544,8.690014051314526e-10
0.35011596679687496,2.3966559335319193,0.0,1392.828162977929,0.24298802201895103,0.7271910878210779,4.759541630040605e-05,0.000693599691188981,0.0002055655543020592,0.0006358181057027826,0.1259052639226442,3.8024786104383575e-06,0.04500417615825005,0.0003299774739771154,0.05063457866376902,0.0005561321105876458,0.0010731682063715108,0.032960644154091535,0.0008092779126584689,0.000739632133121415,0.011283303957055495,0.00043886865543774507,0.0006588616333743875,1.3126738811069318e-08,3.349883621611585e-07,7.132660912748874e-05,1.2483390522884005e-05,8.738712622595729e-07,7.201499451251251e-05,6.274623346446082e-05,2.8621630990500653e-05,0.0003237945450906465,0.0002564357143078939,8.471114567187272e-10
0.35011672973632807,2.4029299872576035,0.0,1396.3490731770016,0.24235357993660622,0.7272285352175001,4.834602672315302e-05,0.000693886364475633,0.00021088198710262417,0.0006472834814012945,0.12547557254307282,3.745178421038353e-06,0.045156159977019814,0.00032613452669140436,0.05082790302457609,0.0005544089379367371,0.0010665959974749258,0.03318732671192122,0.0008043139570340306,0.0007417861820694613,0.011121006197576883,0.00043811862422563167,0.0006448578354573274,1.3815751281527366e-08,3.4637689702659506e-07,7.187413014304681e-05,1.2683263846516989e-05,8.878850811163624e-07,7.278562241808649e-05,6.143824748994552e-05,2.900342506478017e-05,0.0003206852824675658,0.0002534183542840533,8.258885900546318e-10
0.3501174926757812,2.409169485029218,0.0,1399.8505340571608,0.24172590943382327,0.7272659049604109,4.910063584377582e-05,0.0006941495933478928,0.00021630400695446327,0.0006588907923132106,0.12504687527413166,3.688706879313847e-06,0.045307405285899445,0.00032229128641110473,0.05101956337075064,0.0005525733498636963,0.0010599740833893167,0.033414621528883554,0.0007992702477103772,0.0007438368926404164,0.010959711718551996,0.00043728369300842566,0.000630984142097386,1.4532479060334578e-08,3.5799908043058883e-07,7.240938460744054e-05,1.2882827693440189e-05,9.018721638864579e-07,7.353603971466208e-05,6.0148315953952916e-05,2.9384706650935845e-05,0.00031754265491404154,0.0002503912923591667,8.053075421533441e-10
0.35011825561523435,2.415374109316487,0.0,1403.3323906326623,0.24110496278926416,0.7273031912419788,4.985913278434989e-05,0.0006943891465056525,0.0002218329461839177,0.0006706402524561938,0.12461920042729087,3.6330809619161833e-06,0.045457901821021544,0.00031844911043549403,0.05120952969320646,0.0005506267920628603,0.0010533030480351128,0.03364252074509289,0.0007941485755006542,0.0007457815644910209,0.010799435809289114,0.00043636420592512283,0.0006172449753720817,1.5277545035815227e-08,3.698531549960946e-07,7.29321211350141e-05,1.3081969850512392e-05,9.158244306668234e-07,7.426550379806598e-05,5.8876493636560295e-05,2.9765278014062445e-05,0.0003143678404586467,0.0002473564840503621,7.853440577137642e-10
0.35011901855468747,2.4215435478809066,0.0,1406.794490749095,0.24049069250004834,0.7273403883164707,5.0621405935856695e-05,0.0006946047986081113,0.0002274701361404314,0.0006825320324926834,0.12419257611152203,3.578316523097853e-06,0.045607639458958175,0.0003146093321791749,0.05139777227424733,0.0005485707703211782,0.001046583496485635,0.03387101642536933,0.000788950763962778,0.0007476175259995866,0.010640193618663855,0.0004353605775156991,0.0006036445640408106,1.6051559005450365e-08,3.819370420764788e-07,7.344209461693743e-05,1.32805764890864e-05,9.297337013176473e-07,7.497329350823069e-05,5.762281891336117e-05,3.0144937697520222e-05,0.00031116203727086356,0.00024431582780230673,7.65974851613667e-10
0.3501197814941406,2.427677493855013,0.0,1410.2366851141267,0.23988305127966209,0.7273774905021699,5.138734301651621e-05,0.0006947963304795135,0.00023321690634989855,0.0006945662586527873,0.12376703022434209,3.5244282887199325e-06,0.04575660822090505,0.0003107732603597625,0.0515842617013133,0.0005464068486041182,0.0010398160551898393,0.03410010056065718,0.0007836786678956698,0.0007493421387976838,0.010482000145125778,0.00043427329168922686,0.0005901869428863717,1.6855115890906436e-08,3.9424833505625746e-07,7.393906626720499e-05,1.347853224346065e-05,9.435917020954227e-07,7.565871039488007e-05,5.638731462938631e-05,3.0523480632365056e-05,0.00030792646277055227,0.00024127116402012896,7.471775726349225e-10
0.35012054443359375,2.43377564581745,0.0,1413.6588273261775,0.23928199205613396,0.7274144921831955,5.215683112929634e-05,0.0006949635293111073,0.00023907458362190832,0.000706743011664397,0.12334259044326351,3.4714298526904638e-06,0.045904798276697314,0.00030694217824584277,0.051768968880455575,0.0005441366471184092,0.0010330013721513982,0.03432976506932335,0.0007783341718179133,0.0007509528023522612,0.010324870226702884,0.0004331029005720482,0.0005768759523444528,1.7688793910217728e-08,4.067842930366599e-07,7.442280366533482e-05,1.3675720293005735e-05,9.573900725230546e-07,7.632107993363369e-05,5.516998894807917e-05,3.090069825405677e-05,0.0003046623527138743,0.00023822427429389162,7.289307684144802e-10
0.35012130737304686,2.439837707867991,0.0,1417.0607739033405,0.23868746797006726,0.7274513878112486,5.29297568190895e-05,0.0006951061888593261,0.0002450444911141571,0.0007190623257002833,0.12291928421737085,3.4193336757850343e-06,0.046052199948753494,0.00030311734296232314,0.05195186504966206,0.0005417618403527279,0.001026140117061653,0.034560001798483064,0.0007729191884276333,0.0007524469585890051,0.010168818530914335,0.0004318500232413638,0.0005637152384059556,1.8553152711070997e-08,4.1954183494107266e-07,7.489308079670215e-05,1.3872022448126207e-05,9.71120372502826e-07,7.695975269004895e-05,5.397083617335294e-05,3.12763786268529e-05,0.0003013709602547247,0.00023517688080633515,7.112138515745241e-10
0.3501220703125,2.4458633897064015,0.0,1420.442384314753,0.23809943237214462,0.7274881719073093,5.370600613006411e-05,0.0006952241096400424,0.00025112794735797936,0.0007315241873526832,0.12249713875875083,3.3681510867967785e-06,0.04619880371604032,0.0002992999848501812,0.05213292179214674,0.0005392841550968515,0.001019232981383815,0.03479080252550484,0.0007674356570420012,0.0007538220965468033,0.010013859544507604,0.00043051534434941646,0.0005507082527774749,1.9448731469590478e-08,4.325175340766534e-07,7.534967809135963e-05,1.4067319240207512e-05,9.847740896772365e-07,7.757410542919291e-05,5.278983754307043e-05,3.16503065762827e-05,0.00029805355498058135,0.0002321306459151213,6.940070669886433e-10
0.3501228332519531,2.451852406706713,0.0,1423.803521009698,0.2375178388209418,0.7275248390632326,5.44854646621273e-05,0.0006953170991184801,0.00025732626523694026,0.0007441285346208454,0.12207618103436396,3.3178922860607253e-06,0.04634460021785077,0.0002954913068852925,0.052312111049344155,0.0005367053684445806,0.0010122806783998183,0.035022158959376916,0.0007618855420257975,0.0007550757570497723,0.009860007563254147,0.0004290996126461945,0.0005378582533117294,2.0376046957564326e-08,4.4570761316244097e-07,7.57923824612154e-05,1.426149001529016e-05,9.983426470142075e-07,7.816354216722579e-05,5.16269619949355e-05,3.2022263829322165e-05,0.00029471142192837935,0.00022908717190659649,6.772914601774765e-10
0.3501235961914062,2.457804479993567,0.0,1427.1440494481672,0.23694264108039545,0.727561383943287,5.526801762733537e-05,0.0006953849718947726,0.0002636407509250276,0.0007568752559270989,0.12165643775789643,3.2685663512581802e-06,0.04648958025755404,0.00029169248415142725,0.052489405133806254,0.0005340273057800913,0.0010052839432144486,0.03525406274218567,0.0007562708312052346,0.0007562055373869818,0.00970727668164976,0.00042760363940586195,0.0005251683046865706,2.1335591583406686e-08,4.5910793986514746e-07,7.622098733661607e-05,1.445441303169227e-05,1.011817410626659e-06,7.872749516331807e-05,5.0482166902971955e-05,3.2392029162813715e-05,0.0002913458605779516,0.00022604800091021224,6.610488467825806e-10
0.3501243591308594,2.4637193365183454,0.0,1430.4638381316352,0.23637379311714757,0.7275978012856186,5.6053549905972246e-05,0.0006954275498848989,0.0002700727027826711,0.0007697641891594046,0.12123793538174976,3.220181245476474e-06,0.046633734806260214,0.0002879046633679789,0.05266477674192988,0.0005312518387505674,0.0009982435327212961,0.03548650545062279,0.0007505935342709692,0.0007572090959873363,0.009555680782595135,0.0004260282967639032,0.0005126412793303784,2.232783141124859e-08,4.727140228655402e-07,7.663529270264306e-05,1.4645965561505355e-05,1.0251896978158066e-06,7.926542584945191e-05,4.935539878472959e-05,3.2759378560112723e-05,0.00028795818382531196,0.0002230146149668755,6.452617830947409e-10
0.3501251220703125,2.4695967091329667,0.0,1433.7627586328406,0.2358112490979794,0.7276340859036318,5.684194610200637e-05,0.0006954446624968187,0.00027662341020860454,0.0007827951207379225,0.12082070008932093,3.1727438274888905e-06,0.04677705500634481,0.0002841289624728551,0.052838198966448306,0.0005283808832282278,0.0009911602255352175,0.035719478597436315,0.0007448556811744066,0.0007580841570771843,0.009405233527128902,0.00042437451597230653,0.0005002798585909406,2.3353204162740804e-08,4.865210084773684e-07,7.703510513544631e-05,1.4836023995881911e-05,1.0384507853271686e-06,7.977682569594311e-05,4.824659397947049e-05,3.312408537593608e-05,0.00028454971693812686,0.0002199884362442524,6.299135376117596e-10
0.3501258850097656,2.475436336667745,0.0,1437.0406856281895,0.23525496338671084,0.7276702326873257,5.763309059877856e-05,0.0006954361468016622,0.00028329415245514135,0.0007959677847219422,0.12040475778711837,3.1262598641424435e-06,0.04691953217498712,0.00028036647025537326,0.053009645308874136,0.0005254163972607264,0.0009840348218857688,0.03595297363307902,0.0007390593205130914,0.0007588285153094428,0.009255948344066208,0.0004226432855778308,0.00048808653412658735,2.441211720789193e-08,5.005236778602956e-07,7.742023783950228e-05,1.5024463954300865e-05,1.0515919178270595e-06,8.026121701150199e-05,4.715567929612056e-05,3.348592050990524e-05,0.0002811217964907907,0.00021697082738746494,6.149880635788239e-10
0.35012664794921877,2.481237964005132,0.0,1440.2974969281836,0.23470489054136504,0.7277062366045348,5.8426867613832753e-05,0.0006954018476997385,0.00029008619739867895,0.0008092818619416698,0.11999013409729423,3.0807340448536587e-06,0.047061157807520626,0.00027661824604327496,0.05317908969164762,0.0005223603790157304,0.000976868143483444,0.036186981947233236,0.0007332065179149961,0.0007594400403503794,0.009107838419770444,0.0004208356495323269,0.0004760636095291077,2.5504945549082293e-08,5.147164448341387e-07,7.779051068562942e-05,1.5211160397512664e-05,1.0646043165736799e-06,8.071815367553976e-05,4.608257263269696e-05,3.3844652588351884e-05,0.00027767576928489654,0.00021396309200098632,6.004699725038156e-10
0.3501274108886719,2.4870013421532327,0.0,1443.5330735080745,0.23416098531121057,0.7277420927021025,5.9223161253392236e-05,0.0006953416180812649,0.0002970008002702327,0.0008227369791652778,0.11957685435031758,3.0361699981054857e-06,0.04720192358068809,0.00027288531944016,0.05334650647010488,0.0005192148647199731,0.0009696610333563018,0.03642149487036297,0.0007272993544200479,0.0007599166814124047,0.00896091668797516,0.0004189527052410189,0.00046421320216196837,2.6632029804604318e-08,5.29093354328388e-07,7.814575025043153e-05,1.53959877442473e-05,1.0774791882837594e-06,8.11472218017953e-05,4.5027183566725135e-05,3.4200048154688575e-05,0.00027421299125404507,0.00021096647525127286,5.863445086076235e-10
0.350128173828125,2.4927262283228093,0.0,1446.7472995408325,0.23362320263334133,0.7277777961070084,6.002185556699771e-05,0.0006952553189815873,0.000304039202351556,0.0008363327083123441,0.1191649435775215,2.9925703098371105e-06,0.047341821355890004,0.0002691686901096371,0.05351187044437044,0.0005159819265925636,0.0009624143556543175,0.03665650367544741,0.0007213399248569155,0.0007602564717204905,0.008815195819579243,0.00041699560155422427,0.0004525372451980635,2.779367419849836e-08,5.436480815012235e-07,7.848578985773043e-05,1.5578819991748414e-05,1.0902077341944426e-06,8.154804033243849e-05,4.398941391636818e-05,3.455187186861193e-05,0.00027073482635184195,0.00020798216457968663,5.725975241720789e-10
0.3501289367675781,2.498412385999755,0.0,1449.9400624279237,0.23309149762955167,0.7278133420274026,6.0822834601201824e-05,0.0006951428197307954,0.0003112026296284888,0.0008500685656973966,0.11875442650409666,2.9499365437033753e-06,0.04748084318222863,0.0002654693276100259,0.05367515687093747,0.0005126636707787019,0.0009551289954334157,0.0368919995795719,0.000715330336225075,0.0007604575328988356,0.008670688212637591,0.0004149655367117502,0.0004410374898652165,2.8990144561394306e-08,5.583739315320951e-07,7.881046962178729e-05,1.5759530839807196e-05,1.1027811592932608e-06,8.192026156115034e-05,4.296915827424578e-05,3.48998867136592e-05,0.00026724264542899904,0.00020501129052138357,5.592154557774072e-10
