z (m),u (m/s),V (1/s),T (K),rho (kg/m3),N2,H,H2,O,OH,O2,H2O2,H2O,HO2,CO,CH3,CH2O,CO2,CH4,C2H2,C2H4,CH2CO,C2H6,C,CH,HCO,TXCH2,SXCH2,C2H3,C2H5,HCCO,CH3CHO,CH2CHO,C2H5O
0.34998779296875,1.1945897143220139,0.0,707.4143948305291,0.4874968181685842,0.7236803234066107,1.4059317940854472e-07,0.0005015223187272739,2.2326353255419884e-07,5.075868622956177e-06,0.1919998535513077,6.204083281877236e-06,0.017515984397119985,0.0003415993187630819,0.015486049285699157,7.26569069394776e-05,0.0009879004387766451,0.006740613818368729,0.0005147598249891113,0.00017651435643852638,0.04063532849088647,0.00010507189204173284,0.0009505309186893929,1.0145476754830021e-16,1.0339817130929566e-12,5.061758739297555e-07,1.6883456638202426e-08,1.1779861561493804e-09,1.0266602264047788e-07,3.576803148083931e-05,5.808386188279729e-07,0.00020906080120033736,3.3383760101211094e-05,2.2693023473679347e-07
0.34998931884765627,1.2068406485550414,0.0,714.5242497805841,0.48254811888061827,0.7236723389105757,1.578361566114309e-07,0.0005042578301389076,2.5061680883950247e-07,5.6206074664809654e-06,0.19143446871092046,6.310390840139766e-06,0.017793198699434316,0.00034746067152471524,0.01579324038379327,7.525260917978966e-05,0.0010059456742772795,0.0069092171366487735,0.0005231537207891168,0.00018072348966235738,0.0403776088531752,0.00010804382659137005,0.0009722227213582836,1.4560190063241548e-16,1.3234871490006416e-12,5.601562950553907e-07,1.920280337647109e-08,1.3434954020842728e-09,1.1767464035603305e-07,3.8648816748650835e-05,6.190564998618074e-07,0.00021430198126247996,3.6045600611347486e-05,2.1347696261144012e-07
0.3499908447265625,1.219205296097864,0.0,721.6977552340719,0.47765432664439167,0.7236653625506176,1.769477769677068e-07,0.00050699178502418,2.8090649640499497e-07,6.21007539466367e-06,0.1908622407240401,6.4163167378142e-06,0.018072582049377908,0.00035329596223294995,0.01610431968090119,7.79458785540295e-05,0.0010238324652706884,0.007080827399762986,0.0005315999545185996,0.00018500336569311296,0.04011604526602518,0.00011107775400954751,0.0009940309852048128,2.0797638217780437e-16,1.6884279668515663e-12,6.192019883515522e-07,2.1798570124060486e-08,1.5289215731142828e-09,1.34577082347731e-07,4.166997163957498e-05,6.594412347304382e-07,0.00021958792777266152,3.886485116914471e-05,2.0063227875782023e-07
0.34999237060546873,1.231682539836862,0.0,728.9341940817822,0.47281557212464576,0.7236594117063591,1.9810016227756562e-07,0.0005097241216983942,3.1440669913655003e-07,6.846487402714521e-06,0.1902831796092175,6.5217190812534e-06,0.018354116818883486,0.0003591005688707522,0.016419286826317096,8.074152105465795e-05,0.00104153589394865,0.007255469360824079,0.0005400963328725445,0.00018935451048514274,0.0398506485889273,0.00011417432580285451,0.0010159353803238097,2.956509432977422e-16,2.146907735681293e-12,6.836994120588335e-07,2.4698582359388133e-08,1.736241206763355e-09,1.5356807892783947e-07,4.482937724208892e-05,7.020877315711535e-07,0.00022491416126649326,4.1845997890696836e-05,1.883924617597347e-07
0.34999389648437496,1.2442712093684125,0.0,736.2328178191551,0.46803195345531345,0.7236545036158997,2.2147800744661815e-07,0.0005124547807901788,3.514150963565728e-07,7.532067167778094e-06,0.18969729711311484,6.626450726143221e-06,0.018637784863084355,0.0003648699376722554,0.016738140324448595,8.364461849993692e-05,0.0010590311485230103,0.007433167530400192,0.0005486405359984717,0.00019377744489368175,0.0395814321734792,0.00011733417336391491,0.0010379144478621124,4.1816945080679295e-16,2.720759213378053e-12,7.540551165854607e-07,2.7933016682369902e-08,1.9675754382916047e-09,1.748562386984076e-07,4.81239654771336e-05,7.470934340894348e-07,0.00023027599140644893,4.499325983598259e-05,1.767561328275726e-07
0.34999465942382807,1.2506073468601877,0.0,739.9052516663164,0.4656606937509132,0.7236524417152209,2.3410871423365916e-07,0.000513822868976016,3.714081835410481e-07,7.895064523319736e-06,0.18940106628520734,6.678636453259791e-06,0.018780767793670668,0.000367746813019485,0.016899424458064437,8.514224404011465e-05,0.0010677127273827488,0.007523396118080383,0.0005529403184359987,0.00019602160681812575,0.039445058778441476,0.00011894205297778228,0.0010489507072450393,4.974481707785581e-16,3.0613796644828996e-12,7.916871527662425e-07,2.9692502945149108e-08,2.0933847205167186e-09,1.8647526439776263e-07,4.982471028119746e-05,7.705782532183944e-07,0.00023297507981930298,4.6634808307031335e-05,1.7116650119073573e-07
0.3499954223632812,1.2569709993314249,0.0,743.5930049838622,0.46330319876803644,0.7236506497461455,2.4737352707089725e-07,0.000515190522067704,3.924082846332624e-07,8.271273791298534e-06,0.1891031163308109,6.7305964792276876e-06,0.01892428277493361,0.0003706131879169428,0.017061689795598113,8.666899461586123e-05,0.001076332776334268,0.007614407020464344,0.0005572512844613868,0.00019828411977509044,0.03930772512147182,0.0001205661779433912,0.0010599974586141404,5.908605854308182e-16,3.4416011515160686e-12,8.309612325918952e-07,3.1548879228802146e-08,2.2261197669782788e-09,1.9876064479765825e-07,5.155797015380685e-05,7.946951397051603e-07,0.0002356813664944553,4.8319778727262256e-05,1.6572591464323048e-07
0.34999618530273435,1.2633620033638353,0.0,747.29597409501,0.46095947416363053,0.7236491298621319,2.612995699449556e-07,0.000516557732867517,4.1446067420671434e-07,8.660979529049721e-06,0.18880344921293998,6.782310863740073e-06,0.01906832734651409,0.0003734685047679157,0.01722493581854319,8.822558628411433e-05,0.0010848882304392337,0.007706203296428487,0.0005615731008179072,0.00020056504867454222,0.039169433596170276,0.00012220662205845903,0.0010710516563912438,7.009142922831816e-16,3.865897916434546e-12,8.719356950318311e-07,3.3506782134901776e-08,2.3661112268951008e-09,2.1174447963478334e-07,5.332307203418649e-05,8.19457176126631e-07,0.00023839420390352916,5.004861528345412e-05,1.604289863209189e-07
0.34999694824218747,1.2697801919670286,0.0,751.0140532258422,0.45862952378140964,0.723647884205852,2.759148710893855e-07,0.0005179244942609212,4.376125627964281e-07,9.064467149991482e-06,0.18850206700454844,6.833759396129628e-06,0.019212899011514482,0.0003763122103750229,0.017389161929419986,8.981275039442284e-05,0.0010933760497811998,0.007798787987914001,0.0005659054246269311,0.00020286445805186106,0.03903018676091857,0.0001238634572838527,0.00108211017897794,8.30495632219239e-16,4.3391159505360355e-12,9.146704331407652e-07,3.5571042771327884e-08,2.513697217432314e-09,2.2546001042554582e-07,5.51192801809547e-05,8.4487762782137e-07,0.00024111293323566272,5.182173862882583e-05,1.5527288796478543e-07
0.3499977111816406,1.2762253945455417,0.0,754.7471344864267,0.45631334969343806,0.7236469149093598,2.912483826018319e-07,0.0005192907992046447,4.6191317999981924e-07,9.482023071982811e-06,0.18819897188838244,6.884921608284512e-06,0.0193579952359904,0.0003791437558760248,0.01755436745085629,9.143123335035618e-05,0.0011017932234786605,0.007892164119748787,0.0005702479031014121,0.00020518241205975867,0.038889987339907735,0.00012553675364613341,0.0010931698281519437,9.829427360327136e-16,4.866553688446791e-12,9.592269178974873e-07,3.774669389892593e-08,2.6692276378552527e-09,2.399416796122758e-07,5.694579608942752e-05,8.709699477373008e-07,0.00024383688498822389,5.363954470313233e-05,1.502555123111828e-07
0.34999847412109375,1.2826974368621922,0.0,758.4951078503029,0.4540109522425688,0.7236462240939663,3.073299997101886e-07,0.0005206566407128687,4.874138621088361e-07,9.91393488670896e-06,0.18789416615697485,6.935776788056123e-06,0.01950361344833885,0.00038196259664243957,0.017720551624532944,9.30817960807576e-05,0.0011101367730759158,0.007986334699401625,0.0005746001732499671,0.000207518974458142,0.03874883822420059,0.00012722657913752193,0.0011042273284821436,1.1621234023015903e-15,5.454024197727516e-12,1.0056682270426157e-06,4.003897841990827e-08,2.833065875975949e-09,2.55225186068087e-07,5.880175857433155e-05,8.977477816847443e-07,0.0002465653794740518,5.550240355266915e-05,1.453748981745856e-07
0.34999923706054686,1.289196141001351,0.0,762.2578611341519,0.45172233008436835,0.7236458138700064,3.241905798366726e-07,0.0005220220118425796,5.141681441049763e-07,1.0360491552097817e-05,0.18758765221264231,6.986303993173254e-06,0.019649751038680545,0.00038476819214372775,0.017887713610100026,9.476521336572337e-05,0.0011184037556929447,0.008081302716728423,0.0005789618615746396,0.00020987420860336023,0.03860674247275812,0.00012893299961450337,0.0011152793267738556,1.3725209384394707e-15,6.107911683806175e-12,1.0540590775303933e-06,4.245335837205571e-08,3.0055897301086407e-09,2.713475385279297e-07,6.0686244020542286e-05,9.252249740194775e-07,0.0002492977273097408,5.741065815093239e-05,1.4062906026141987e-07
0.35,1.2957213253362958,0.0,766.0352799799458,0.4494474802270925,0.723645686336558,3.41861961498956e-07,0.0005233869056790187,5.422318559214975e-07,1.082198360839542e-05,0.18727943256730537,7.036482065673188e-06,0.01979640535833363,0.0003875600057795284,0.018055852484172817,9.648227306468932e-05,0.0011265912670576342,0.008177071143773182,0.0005833325837654332,0.0002122481774383431,0.0384637033133417,0.00013065607869636119,0.0011263223915561568,1.619330538957332e-15,6.835228022819347e-12,1.1044658606837532e-06,4.499552420039836e-08,3.1871921036871645e-09,2.8834710809441485e-07,6.259826680404957e-05,9.534155737820021e-07,0.000252033229906629,5.936462322123717e-05,1.3601594466068017e-07
0.3500007629394531,1.3022728044916392,0.0,769.8272478343432,0.44718639807289784,0.7236458435811325,3.6037698301443335e-07,0.0005247513153193388,5.71663222867775e-07,1.1298703417039337e-05,0.1869695098425617,7.0862896467557035e-06,0.019943573719177862,0.0003903375046766839,0.018224967239175962,9.823377525853752e-05,0.0011346964444423656,0.008273642934493276,0.0005877119443858279,0.00021464094348034948,0.03831972414348836,0.00013239587766146143,0.0011373530126010968,1.9085685002471644e-15,7.643671994473636e-12,1.156956679336483e-06,4.767140425062272e-08,3.3782816435454337e-09,3.0626368063147534e-07,6.45367798809021e-05,9.823338412616783e-07,0.00025477117996627007,6.136458405896222e-05,1.3153342206330858e-07
0.3500015258789062,1.3088503893079055,0.0,773.6336459294106,0.44493907745777356,0.7236462876793405,3.797695009996704e-07,0.0005261152338559349,6.025229702026043e-07,1.1790945422255457e-05,0.1866578867696888,7.135705192090017e-06,0.02009125339306716,0.00039310015945479037,0.018395056782214453,0.0001000205313116301,0.001142716469520888,0.008371021024510823,0.0005920995365542533,0.00021705256880880935,0.038174808531406285,0.00013415245534327682,0.0011483676004922522,2.2471965050880343e-15,8.541692589029302e-12,1.2116013865433652e-06,5.0487174482560536e-08,3.579283374909308e-09,3.2513850967878166e-07,6.650067554582581e-05,1.011994255018663e-06,0.0002575108619842612,6.341079535585826e-05,1.271792918388246e-07
0.3500022888183594,1.315453886805913,0.0,777.4543532633279,0.4427055106910269,0.7236470206945335,4.000744086288968e-07,0.0005274786543589292,6.348744318250742e-07,1.229900643451353e-05,0.18634456618969034,7.184706987529504e-06,0.020239441611237245,0.0003958474439599856,0.01856611993390899,0.00010184336285434728,0.0011506485711412899,0.008469208330855859,0.0005964949416202088,0.0002194831150523645,0.0380289602168417,0.00013592586802569688,0.0011593624862444051,2.643263285810474e-15,9.538557210966072e-12,1.2684716254842548e-06,5.344926840912651e-08,3.790639349335553e-09,3.450143703407719e-07,6.848878635888697e-05,1.0424115193563433e-06,0.00026025155276088424,6.550348002631298e-05,1.229512890130344e-07
0.3500030517578125,1.3220831001485753,0.0,781.2892465796975,0.4404856885951137,0.7236480446774213,4.213276536100841e-07,0.0005288415698572885,6.687836630576637e-07,1.282318593479653e-05,0.18602955105350624,7.233273165189018e-06,0.020388135563653553,0.0003985788349668328,0.018738155427130667,0.00010370310068588173,0.0011584900280090357,0.008568207751664622,0.0006008977288337205,0.00022193264337415456,0.037882183111970495,0.00013771616933711613,0.0011703339209765302,3.1060661492047887e-15,1.0644425375334138e-11,1.3276408702460277e-06,5.656438726509383e-08,4.0128093103866014e-09,3.6593561448666567e-07,7.049988623784303e-05,1.0736005722328808e-06,0.00026299252191656685,6.76428280354274e-05,1.188470918564756e-07
0.3500038146972656,1.3287378286073885,0.0,785.138200349652,0.438279600543368,0.7236493616656644,4.435662558651013e-07,0.0005302039733200395,7.043195575485038e-07,1.3363786399267681e-05,0.1857128444220506,7.2813817199096386e-06,0.020537332398459975,0.0004012938118522557,0.01891116190581857,0.00010560058359966758,0.0011662381712851612,0.008668022165939381,0.0006053074550132459,0.0002244012144579379,0.03773448130215559,0.00013952341014537403,0.001181278075656577,3.646335092930038e-15,1.1870428409719747e-11,1.3891844672833853e-06,5.983951041123386e-08,4.2462713785148175e-09,3.879482275427143e-07,7.253269171608266e-05,1.1055765936431436e-06,0.0002657330324140221,6.982899523190508e-05,1.1486432943168913e-07
0.35000457763671877,1.3354178675244721,0.0,789.001086751509,0.4360872344987081,0.7236509736834389,4.66828324848481e-07,0.000531565857635668,7.415539682403132e-07,1.3921113642556804e-05,0.18539444946651323,7.329010526013939e-06,0.020687029221323316,0.00040399185623881355,0.01908513792364197,0.00010753665712947773,0.0011738903870853034,0.008768654433233995,0.0006097236642063196,0.0002268888884916359,0.03758585904677058,0.00014134763845123646,0.0011921910409097335,4.276442545745781e-15,1.3228755650358694e-11,1.453179677231894e-06,6.328190596846471e-08,4.49152275490738e-09,4.110998870457053e-07,7.458586336051075e-05,1.1383550144252095e-06,0.0002684723410821253,7.206210218365958e-05,1.1100058892096823e-07
0.3500053405761719,1.3421230082745363,0.0,792.8777756504808,0.4339085770518179,0.7236528827409734,4.911530764767257e-07,0.000532927215590574,7.805618324132666e-07,1.4495477178787856e-05,0.18507436946872816,7.3761373543546774e-06,0.02083722309476835,0.0004066724516103502,0.01926008194261442,0.00010951217221806544,0.0011814441188818623,0.008870107393327359,0.0006141458873461861,0.0002293957251497916,0.0374363207799954,0.00014318889928167084,0.001203068826904571,5.010642118909072e-15,1.4732747628916554e-11,1.5197057168565293e-06,6.689914167902803e-08,4.749080444007974e-09,4.354400231166909e-07,7.665800734710976e-05,1.171951525503809e-06,0.0002712096991421557,7.434223301826591e-05,1.0725342267484225e-07
0.350006103515625,1.3488530382312083,0.0,796.7681345810262,0.4317436134573813,0.7236550908340582,5.16580849643202e-07,0.0005342880398474428,8.214213008123691e-07,1.5087190599462104e-05,0.18475260782140351,7.4227398896570674e-06,0.02098791103760125,0.0004093350829030915,0.019435992331772112,0.00011152798381064401,0.0011888968698114172,0.008972383865951214,0.0006185736419077396,0.000231921783576529,0.03728587111148502,0.0001450472345842445,0.001213907363331632,5.865340159827081e-15,1.639699676632882e-11,1.5888438009214173e-06,7.069909598955351e-08,5.019481994286036e-09,4.6101988098176034e-07,7.874767719141529e-05,1.2063820875849804e-06,0.00027394435273703417,7.66694342706813e-05,1.0362035495740447e-07
0.3500068664550781,1.355607740728545,0.0,800.6720287265352,0.42959232767137534,0.7236575999435221,5.431531222425111e-07,0.0005356483229216317,8.642138707843492e-07,1.569657196606391e-05,0.18442916802865642,7.468795748058368e-06,0.02113909002421359,0.00041197923606993463,0.01961286736567354,0.00011358494937171848,0.0011962462048744854,0.009075486650432656,0.0006230064315571336,0.00023446712236550613,0.03713451482711535,0.0001469226831202218,0.0012247024994671552,6.8594043509490464e-15,1.8237456112750726e-11,1.6606771836163268e-06,7.468996934087804e-08,5.303286256175858e-09,4.87892585587054e-07,8.085337562634076e-05,1.2416629412458965e-06,0.0002766755434586299,7.904371373608833e-05,1.000988883828991e-07
0.35000762939453123,1.3623868950250648,0.0,804.5893209006009,0.42745470238701627,0.7236604120346789,5.709125266834981e-07,0.0005370080571570255,9.090245234326956e-07,1.632394421655669e-05,0.1841040537065113,7.514282494866047e-06,0.021290756983928807,0.00041460439762245596,0.01979070522290669,0.0001156839273287857,0.001203489753033891,0.009179418525360134,0.0006274437458003589,0.00023703179953948997,0.03698225688964392,0.0001488152803584229,0.0012354500043418183,8.014514104454516e-15,2.0271556705028827e-11,1.7352911993141902e-06,7.888029565550465e-08,5.601074156605733e-09,5.161132083867671e-07,8.297355662429999e-05,1.2778106174424713e-06,0.00027940250887498777,8.146503933128452e-05,9.668651003271766e-08
0.35000839233398434,1.3691902762674708,0.0,808.5198715282366,0.4253307190703034,0.7236635290567407,5.999028648328235e-07,0.00053836723470075,9.559418647340306e-07,1.6969635584026585e-05,0.18377726858350515,7.559177662482848e-06,0.021442908800324945,0.0004172100541511696,0.019969503984525305,0.00011782577544370269,0.0012106252092066205,0.009284182248228585,0.0006318850596293983,0.00023961587252839428,0.03682910243934883,0.00015072505836911357,0.0012461455670179397,9.355558065068402e-15,2.2518334142147904e-11,1.8127733023160138e-06,8.327895400608207e-08,5.913449489067209e-09,5.457388363257554e-07,8.510662755691859e-05,1.3148419484053923e-06,0.00028212448305516127,8.393333796471626e-05,9.33806972505118e-08
0.35000915527343746,1.3760176554545969,0.0,812.4635386273657,0.4232203579949823,0.723666952942197,6.301691223404159e-07,0.0005397258474768106,1.0050582705674417e-06,1.7633980025954383e-05,0.1834488165013802,7.603458768471583e-06,0.021595542310543253,0.0004197956918260573,0.02014926163242388,0.00012001134911371947,0.0012176503361482312,0.009389780555070365,0.0006363298331668457,0.0002422193981458763,0.03667505679463402,0.00015265204571810086,0.0012567847969843155,1.0911084657727056e-14,2.4998565012206274e-11,1.8932131052492817e-06,8.789518044780032e-08,6.241039718195976e-09,5.76828643029787e-07,8.725095148617194e-05,1.3527740789094042e-06,0.000284840697090755,8.644849441644777e-05,9.017892311324468e-08
0.35000991821289057,1.3828687994016682,0.0,816.4201777906334,0.42112359827691725,0.7236706856061582,6.617574822942724e-07,0.0005410838871586355,1.0564700355949648e-06,1.8317317662508793e-05,0.18311870141586914,7.647103333729228e-06,0.021748654304581665,0.00042236079587931123,0.02032997604764849,0.00012224149960424785,0.0012245629662285802,0.009496216160071303,0.0006407775113095912,0.0002448424325644052,0.036520125452599236,0.00015459626736105168,0.0012673632246772194,1.2713812307647656e-14,2.7734913837845413e-11,1.9767024157589187e-06,9.273857999522574e-08,6.584496797716864e-09,6.094439621960201e-07,8.940484958017551e-05,1.391624477896026e-06,0.000287550379613093,8.90103502292689e-05,8.707866157817565e-08
0.3500106811523437,1.3897434707049559,0.0,820.3896421675929,0.4190404179078503,0.7236747289456635,6.947153381498201e-07,0.0005424413451405005,1.1102775259200608e-06,1.901999522221602e-05,0.18278692739757635,7.690088900740286e-06,0.021902241524571927,0.00042490485007234263,0.020511645008640604,0.00012451707221565285,0.0012313610030978963,0.009603491755171294,0.0006452275233722231,0.0002474850312887119,0.03636431408957339,0.00015655774453803042,0.0012778763021361974,1.480120672390991e-14,3.075209124134112e-11,2.0633352711076705e-06,9.781913872202151e-08,6.944498000501257e-09,6.436483631581254e-07,9.156660364643469e-05,1.4314109504275647e-06,0.00029025275730495845,9.16187026122275e-05,8.407739230748682e-08
0.35001144409179685,1.3966414277074097,0.0,824.3717824476141,0.4169707937883915,0.7236790848389505,7.290913058793761e-07,0.000543798212507908,1.1665853354433436e-06,1.9742366493384816e-05,0.18245349863293522,7.732393051883e-06,0.022056300664050482,0.0004274273361493979,0.02069426618942429,0.0001268389043867326,0.0012380424232429272,0.009711610009656625,0.0006496792827311472,0.00025014724912771714,0.03620762856159796,0.00015853649466836552,0.0012883194038041089,1.7216133480485686e-14,3.407702406574368e-11,2.1532079702879784e-06,1.0314723596034598e-07,7.321746759406377e-09,6.795077285852083e-07,9.37344587751375e-05,1.4721516499509797e-06,0.00029294705540606466,9.427330335815397e-05,8.117260517361402e-08
0.35001220703124997,1.4035624244623508,0.0,828.3664468418303,0.41491470176112044,0.7236837551446846,7.649352352672937e-07,0.0005451544800063083,1.2255024457936479e-06,2.048479277927614e-05,0.1821184194253906,7.773993427741241e-06,0.022210828367154843,0.00042992773327894877,0.020877837157654334,0.00012920782373657195,0.0012446052774297484,0.009820573569696294,0.0006541321864682109,0.00025282914016367574,0.03605007490492676,0.0001605325312449208,0.0012986878274755952,2.0007595055950893e-14,3.77390382221183e-11,2.2464191031808442e-06,1.0873365657194046e-07,7.716973517261703e-09,7.170903342371333e-07,9.59066260836362e-05,1.5138650908270006e-06,0.0002956324982100774,9.697385777548707e-05,7.836180445122112e-08
0.3500129699707031,1.410506210702848,0.0,832.3734810685366,0.41287211664153206,0.723688741701153,8.022982203270384e-07,0.0005465101380096162,1.2871423897867325e-06,2.124764335610336e-05,0.1817816941964463,7.81486774544003e-06,0.022365821227912138,0.00043240551748796233,0.021062355372721584,0.00013162464605021444,0.0012510476920401577,0.009930385057939537,0.0006585856150194419,0.000255530757721335,0.03589165933636955,0.00016254586372983442,0.0013089767954140342,2.3231562518702752e-14,4.1770055073822426e-11,2.3430695764162636e-06,1.1458960326909048e-07,8.130936584835276e-09,7.564669307356597e-07,9.808128555628017e-05,1.5565701611400437e-06,0.0002983083095551418,9.972002363887603e-05,7.564251269860706e-08
0.35001373291015625,1.4174725318073667,0.0,836.3927283366016,0.41084301224967495,0.7236940463254135,8.412326087296562e-07,0.0005478651764866339,1.3516234182127386e-06,2.2031295931166727e-05,0.18144332748704103,7.85499381691898e-06,0.022521275789406558,0.00043486016108801507,0.021247818183661196,0.00013409017320807108,0.0012573678702922704,0.010041047073025085,0.000663038931823567,0.0002582521543333296,0.03573238825369254,0.00016457649744887467,0.0013191814556311721,2.6951913161484318e-14,4.6204802196493736e-11,2.443262635351114e-06,1.2072670894851596e-07,8.564423004568119e-09,7.977108272036766e-07,0.00010025658896816501,1.600286135701799e-06,0.00030097371330323896,0.00010251141015659966,7.301227433964512e-08
0.35001449584960936,1.4244611287662512,0.0,840.4240293295463,0.40882736144109627,0.7236996708124015,8.81792010197947e-07,0.0005492195849662417,1.4190686698499565e-06,2.2836137099862136e-05,0.18110332395904005,7.89434956714646e-06,0.022677188542924425,0.00043729113209748196,0.021434222826978898,0.00013660519106381365,0.0012635640933499107,0.010152562189070876,0.0006674914829740587,0.0002609933817034055,0.03557226823597294,0.00016662443348551523,0.0013292968833448987,3.1241486625059655e-14,5.108103939426317e-11,2.5471038817411027e-06,1.2715704900953777e-07,9.018249418476151e-09,8.408979766747813e-07,0.00010243066288557065,1.6450326892400934e-06,0.0003036279338092312,0.00010534757695827603,7.046865895222594e-08
0.3500152587890625,1.43147173815377,0.0,844.4672221930143,0.4068251361357683,0.7237056169339992,9.240313038266178e-07,0.0005505733525022222,1.489606344603861e-06,2.3662562800426046e-05,0.1807616883966217,7.932913052274498e-06,0.022833555927178274,0.00043969789366398484,0.02162156642451543,0.0001391704672759432,0.0012696347213249205,0.01026493295521733,0.0006719425968785035,0.0002637544906691623,0.03541130604379879,0.00016868966857588356,0.001339318082630032,3.61832734029354e-14,5.6439800890174244e-11,2.6547012866880122e-06,1.3389315362726574e-07,9.493262938594054e-09,8.861070631646521e-07,0.00010460161173572311,1.690829909767657e-06,0.0003062701963804289,0.00010822803310670436,6.800926427050184e-08
0.3500160217285156,1.4385040920962044,0.0,848.5221425201453,0.4048363073477897,0.7237118864380556,9.68006644204865e-07,0.0005519264676358345,1.563369879521446e-06,2.451097876367144e-05,0.1804184257080288,7.970662477655544e-06,0.022990374327394612,0.0004420799034864211,0.021809845981090818,0.00014178674909332041,0.0012755781941640276,0.010378161895070785,0.0006763915839200739,0.00026653553116043,0.03524950861953157,0.0001707721950015384,0.0013492399882561667,4.1871751087321566e-14,6.232565463413697e-11,2.766165198222549e-06,1.4094801993658134e-07,9.990342017293544e-09,9.334195901876328e-07,0.00010676752093398515,1.7376983120326543e-06,0.0003088997277221478,0.00011115223613205988,6.563171891411028e-08
0.3500167846679687,1.4455579182436766,0.0,852.5886233393092,0.4028608452136365,0.7237184810473657,1.0137754663121595e-06,0.0005532789183575852,1.6404981275771489e-06,2.538180095693479e-05,0.18007354092731825,8.007576215742489e-06,0.023147640074433557,0.0004444366132420137,0.02199905838212775,0.00014445476110122005,0.001281393032427636,0.010492251506167024,0.0006808377361269092,0.000269336552156107,0.03508688308745517,0.00017287200048200305,0.0013590574677315543,4.841438533842352e-14,6.878697971689469e-11,2.8816083431219206e-06,1.4833512409584354e-07,1.0510397315748285e-08,9.829199705820793e-07,0.00010892646006189759,1.7856588510587125e-06,0.00031151575637134273,0.00011411959109370272,6.333368485163903e-08
0.3500175476074218,1.4526329397428341,0.0,856.6664951025263,0.40089871901983043,0.7237254024586033,1.0613964890976286e-06,0.0005546306920676019,1.7211355390166224e-06,2.627545602030521e-05,0.1797270392162586,8.04363282383334e-06,0.023305349443872015,0.0004467674680201372,0.022189200391171355,0.00014717520293091975,0.0012870778379583424,0.010607204259406259,0.0006852803268484677,0.000272157601638139,0.03492343675387701,0.0001749890680658472,0.0013687653235560572,5.593331431248242e-14,7.587626290504704e-11,3.0011458224039936e-06,1.5606843318802152e-07,1.1054372568031133e-08,1.0346956174233446e-06,0.00011107648608616559,1.8347329357139487e-06,0.0003141175131163668,0.00011712944967077351,6.111285961010869e-08
0.35001831054687493,1.4597288752109887,0.0,860.7555856749415,0.3989498972298807,0.7237326523412093,1.1109297176714182e-06,0.0005559817755346796,1.8054323450640935e-06,2.71923816936457e-05,0.17937892586635176,8.07881106164389e-06,0.023463498655060956,0.00044907190576598104,0.022380268647316577,0.00014994874693726346,0.0012926312944403242,0.010723022598467165,0.0006897186104402051,0.00027499872654269323,0.03475917710716677,0.00017712337602009582,0.0013783582956910481,6.456723720059003e-14,8.365041534610833e-11,3.1248950999871297e-06,1.6416241691807816e-07,1.1623245438408811e-08,1.0888370358006499e-06,0.00011321564660982427,1.88494244226859e-06,0.00031670423140230504,0.00012018110928432004,5.896697824124761e-08
0.35001907348632805,1.4668454387118643,0.0,864.8557203254319,0.397014347510479,0.7237402323362334,1.1624364440324127e-06,0.000557332154853992,1.893544743781983e-06,2.813302723291144e-05,0.17902920630098124,8.113089908690358e-06,0.023622083870156105,0.00045134935673697517,0.022572259662541342,0.00015277603584864586,0.0012980521678503654,0.010839708939199577,0.0006941518219576521,0.0002778599727083735,0.034594111817728944,0.00017927489771754973,0.0013878310642529248,7.447352961131531e-14,9.217111052232393e-11,3.25297598399766e-06,1.7263205906308657e-07,1.22180283692298e-08,1.145437915207155e-06,0.00011534198314673787,1.9363097278958502e-06,0.0003192751477211762,0.00012327381225366298,5.689381505578354e-08
0.35001983642578116,1.4739823397330722,0.0,868.9667217184266,0.395092036756949,0.7237481440551295,1.2159792462556182e-06,0.0005586818154034524,1.9856350878591057e-06,2.9097853814326738e-05,0.17867788607768628,8.146448581465486e-06,0.023781101193121653,0.00045359924297494215,0.022765169818943495,0.0001556576803940471,0.0013033393068013729,0.010957265668995407,0.0006985791768609909,0.00028074138482132,0.03442824873790554,0.00018144360152155375,0.001397178252436438,8.583061078846596e-14,1.0150514455990362e-10,3.385510600210091e-06,1.814928686297022e-07,1.2839769416658801e-08,1.2045952222677928e-06,0.00011745353441070269,1.9888576440689385e-06,0.0003218295019863346,0.0001264067449898799,5.4891185137142933e-08
0.35002059936523433,1.4811392831659622,0.0,873.0884099073206,0.3931829311178022,0.7237563890785057,1.2716219860657862e-06,0.0005600307417988094,2.081872074098876e-06,3.0087334925117214e-05,0.178324970890538,8.178866550395545e-06,0.023940546668718015,0.0004558209777971293,0.022958995365894155,0.00015859425691214132,0.0013084916427796916,0.01107569514614612,0.0007029998707315939,0.0002836430063572397,0.03426159590179302,0.00018362945066786328,0.001406394429674123,9.88405901023871e-14,1.1172482002656818e-10,3.522623357121671e-06,1.9076089067250201e-07,1.3489553071416298e-08,1.2664092935085779e-06,0.00011954833961073281,2.042609549809391e-06,0.0003243665378906376,0.0001295790372296939,5.2956945645890794e-08
