z (m),u (m/s),V (1/s),T (K),rho (kg/m3),N2,H,O2,O,OH,H2,H2O,CO2,HO2,H2O2,CO,HCO,C,CH,T-CH2,CH3,CH2O,HCCO,C2H,CH2CO,C2H2,S-CH2,AR,CH3OH,CH2OH,CH3O,CH4,CH3O2,C2H3,C2H4,C2H5,HCCOH,CH2CHO,CH3CHO,H2C2,C2H5O,N-C3H7,C2H6,C3H8,C3H6,C3H3,P-C3H4,A-C3H4,S-C3H5,N-C4H3,C2H3CHO,A-C3H5,C2O,C4H4,C3H2,C3H2O,C4H2,I-C4H3,T-C3H5,C3H5O,C4H,C8H2,C6H2,C4H6,N-C4H5,I-C4H5,A1,N-C7H16,C5H11,P-C4H9,C7H15,P-C4H8,C5H10,C7H14,C7H15O,C3H7CHO,C4H7,C7H13,C5H9,C4H7O,N-C3H7O,I-C8H18,Y-C7H15,I-C4H8,I-C3H7,T-C4H9,C-C8H17,Y-C7H14,D-C8H17O,CH3COCH3,I-C4H7,X-C7H13,I-C3H5CHO,T-C4H9O,I-C4H7O,C5H4CH2,A1-,A1C2H2,A1C2H3,A1C2H,A1C2H*,A1C2H3*,A2-,A2,A2*,A2C2H2A,A2C2H2B,A2C2HA,A2C2HB,A2C2HA*,A2C2HB*,A2R5,A2R5-,A2R5C2H2,A2R5C2H,A2R5C2H*,P2,P2-,A3-,A3,A3*,A3R5-,A3R5,A4,A4-,A4R5,FLTN,C5H6,C5H5,T-C5H5O,C5H4O,S-C5H5O,C9H8,C9H7,A1CH2,C9H6O,O-C6H4,A1CH3,A1OH,HOA1CH3,OA1CH3,A1CH2O,A1CH2OH,A1CHO,A1O,A1CH3*,A1C2H4,A1C2H5,C8H9O2,C8H8OOH,OC8H7OOH,A1CH3CH3,A1CH3CH2,A1CH3CHO,A2CH3,A1CHOCH2,A1CHOCHO,A2OH,A2CH2,A2CH2O,A2CHO,A2O,OC6H4O
0.0,0.4998378674363078,8.89132474580458e-299,298.0,1.1781107504218686,0.7273691750001579,-3.61811173598236e-20,0.2209701835812525,5.720963071490427e-18,-2.8191800577913168e-18,2.9465865231070045e-19,-4.079981870997714e-19,8.42568622688786e-22,1.0842597964998919e-19,-3.559904855091547e-19,1.3526618216000366e-19,1.3724585499616327e-25,-1.457005559288081e-17,8.995467903359163e-18,2.6630332527604966e-19,-3.820949728671057e-18,8.411225990998339e-18,-3.2245629169067334e-37,6.091903691486698e-27,1.874808625171191e-21,-2.0089852404620174e-18,2.4897003182250906e-34,7.562618798803508e-243,2.93050233234017e-19,-1.0033420261153206e-40,-1.4990278614595954e-29,5.914688144235535e-19,-3.896709110934862e-20,-2.755105388076526e-28,0.05166064141858985,-2.401493448338129e-27,-1.2591182245780514e-20,-6.888532762104414e-25,-2.4265721760836536e-20,-5.466938763986316e-56,-2.5573016580041416e-23,6.810021235679998e-26,-1.1643876254807062e-18,-8.682287786326417e-19,-4.4334172393091485e-18,6.902753453178169e-19,1.441049517069029e-19,-1.1651412127618134e-18,-3.875121837798776e-43,2.513083471445312e-38,-2.78989944523915e-18,1.0802677401065561e-17,-1.3909012838606552e-46,8.331237343194323e-20,-9.599254707724161e-39,-5.787591657672847e-20,3.3152845935855138e-18,-3.4020474654894232e-40,-1.4227911070636937e-39,-2.369064218228507e-28,2.3239561389456792e-17,-8.07268895515274e-21,-1.0704010613592736e-21,-1.5343125776608513e-18,-3.0703744797492573e-43,-6.488307057861277e-38,1.5386444635113235e-20,-2.7808012356863558e-18,1.4652627465240123e-17,2.7903671164823286e-18,-2.337681243064121e-17,-2.363445857408236e-18,-3.62780690241043e-19,-9.301155034171716e-20,1.0622157351369774e-17,-2.7387639291667513e-18,-3.86297749317072e-29,4.57936935640592e-18,-3.0626587058443806e-18,-1.290279330981545e-39,9.297280063977822e-18,3.532788313106436e-29,-5.055565861234748e-35,-7.852711005999987e-20,-1.6876600859600836e-27,6.103497414770779e-19,-8.851657610503234e-19,5.895980927229555e-25,-9.398012295389566e-33,-5.158928238688926e-18,-5.9121526523089935e-18,1.1530179339156057e-25,3.930012130195425e-18,-3.735121137740648e-32,-2.312619444306523e-30,-1.9413712680775717e-19,5.233869147636224e-18,-1.444800799991451e-33,-8.287123622240009e-19,6.736377397350993e-19,-2.3513219989369013e-18,-1.0324979130571773e-17,-2.8825772177830043e-27,2.611152400408317e-18,5.2956585406838723e-20,-7.339300793568808e-19,-6.215617210270892e-19,3.190119055528557e-35,-2.0773269046387845e-34,-1.2790151435651442e-21,-1.2222392423441032e-20,4.206809800526394e-19,-2.3886600240263566e-38,-2.5482359593037608e-18,-5.144396303248779e-18,-2.0202052876661195e-18,1.0589978705746919e-17,-2.1702646299679555e-17,-1.5493617417359839e-37,3.6660194990738165e-20,1.1692001714381315e-44,-1.6124821343703274e-37,-4.008724294441443e-23,-1.7439421043543017e-25,-4.0647777896358137e-56,-4.816927173560212e-22,-1.3935389824495463e-26,-3.821934021232759e-18,-3.7746879542843505e-18,-1.5434250257549235e-39,4.493459910990154e-18,2.982586002577236e-30,-2.4463515349432903e-20,6.505616967174135e-19,1.5221529489320194e-17,-1.0858660831899076e-20,-6.099862626809596e-20,1.539127318899079e-18,-3.4280645391284507e-18,2.0004680564117843e-19,6.560407986931114e-18,6.011909110387655e-30,9.996182104549086e-19,-2.6731211274034838e-17,9.166167429254965e-21,-1.8251957384326765e-42,-1.163462975146077e-19,-9.205727078392875e-19,-5.20671259082545e-23,-2.0253582495089025e-18,-2.9003426856846263e-21,-3.696810308776541e-20,9.478887718421692e-18,-2.7782333767325485e-17,6.986187548575691e-23,9.568514541665068e-20,-8.89553699581085e-25,4.0350250150608323e-19,2.235221262439125e-23,2.1279426469497958e-35,-1.6862050895348967e-23,7.201309135840521e-23,1.6029162336102714e-19
0.01,0.49983786743630804,3.96012037884979e-297,298.00000000000006,1.1781107504218684,0.7273691750001579,-1.5534043660252738e-25,0.22097018358125248,-9.043763575561622e-23,-6.744009117396604e-23,2.94665353278194e-19,-4.506796995667716e-19,2.7725980179376366e-19,2.7031450241474763e-17,-3.559904942406863e-19,3.375059558138642e-17,4.5301233404193245e-23,-4.098067740907249e-24,8.274545383150564e-25,1.1796659854311235e-24,-4.4864960858359954e-23,7.81216780251942e-18,-6.62002684520511e-35,1.8702270613712406e-24,7.242140696372939e-19,-2.009318720735689e-18,5.583913843755409e-32,7.56261917941734e-243,2.9305023325006096e-19,-3.3599614117999354e-38,-5.0192524450467245e-27,5.914688075416042e-19,-1.4329254393741007e-17,-8.631289542540903e-26,0.05166064141858986,-8.21864315691497e-25,-1.2591182246339349e-20,-2.671938571448349e-22,-9.459400531113332e-18,-1.6963223563293248e-53,-1.1391460067479188e-20,3.0779063554354834e-23,-1.1643876255111574e-18,-8.68228778588014e-19,-4.378666486163671e-18,1.9061969564155192e-20,1.4410495166224155e-19,-1.1651418470176974e-18,-1.7335286205041725e-40,1.298436480955856e-35,-2.7899001942932463e-18,1.0802678063022166e-17,-4.517161820436179e-44,2.1077015478812577e-18,-3.2565753806358564e-36,-5.787591658962845e-20,3.3152845932659296e-18,-1.7562058534748395e-37,-6.3672634188819715e-37,-1.181617452585761e-25,3.9927480294692225e-24,-8.072688954074533e-21,-1.0704010614753049e-21,-1.5343154263388485e-18,-1.5973215389864509e-40,-3.376164752474737e-35,1.5459557764887487e-20,-2.7808012814789517e-18,1.46905757878604e-17,2.885109152822973e-18,-2.3376806924713255e-17,-2.363445857844345e-18,-3.627806924181196e-19,-9.301155029963559e-20,1.0219590906115535e-17,-2.649159706728011e-18,-1.784675541074778e-26,4.579369356319131e-18,-3.062658705814468e-18,-3.200473368953848e-37,9.239667374933291e-18,3.532788312997294e-29,-3.6787966244845167e-32,-7.85271137639337e-20,-7.504607315037568e-25,6.10349739869589e-19,-8.851657510279036e-19,5.895980848415326e-25,-8.005657536824703e-30,-5.158928241114072e-18,-5.9121513621677326e-18,1.1530180210263125e-25,3.930011725927914e-18,-5.927201244661066e-31,-1.3569009215498499e-27,-1.9413178832968865e-19,2.870387382813874e-21,-1.0799411298902033e-30,-8.288079249369241e-19,6.736377376060011e-19,-2.3513216229671004e-18,-1.0324978330095236e-17,-2.383815681752581e-34,2.6111519239673873e-18,2.9404079804229726e-23,-7.288567586727408e-19,-6.215617210603846e-19,3.805706087091591e-33,-1.903240794278719e-31,-1.2790149390963752e-21,-1.2222390469332325e-20,4.156410369500533e-19,-2.1506741081340032e-35,-2.5482359594880214e-18,-5.1443963033167906e-18,-2.0202052876050968e-18,1.0589978703397691e-17,-2.1702646302530992e-17,-1.5819342950313598e-34,3.6660192438083847e-20,1.202358624413552e-41,-1.7972862723466883e-34,-4.008724285465274e-23,-1.7439421043349437e-25,1.3897261838656237e-55,-4.816927173808025e-22,-1.3935390265767364e-26,-3.821934021058844e-18,-3.774688050188488e-18,-8.974838673371746e-37,4.49346002686644e-18,2.144907365863065e-27,-2.4463515358232477e-20,6.505616947207486e-19,1.5201916615739316e-17,-1.0820688699526451e-20,-6.099862626736794e-20,1.5391273185993928e-18,-3.4280645389728078e-18,2.0004680566127512e-19,6.653347180361828e-18,4.124574952571856e-27,9.996182104329499e-19,-2.6723325995503918e-17,6.259356155953045e-18,-1.2261191204350918e-39,-5.554379613183912e-26,-9.205727077014371e-19,-4.0029994193680904e-20,-1.2457254972251433e-22,-2.2495097635288995e-18,-3.6968103157259896e-20,9.386944186775519e-18,-2.778151638591584e-17,6.98618755086499e-23,9.567996621962354e-20,4.941326595998631e-24,4.035025015020174e-19,2.234225954132968e-23,1.922485098155906e-32,-1.6851041077881803e-23,5.961698516286397e-20,1.6537067344442042e-19
0.03,0.49983786743630804,1.2716597474181547e-296,298.00000000000006,1.1781107504218684,0.7273691750001579,-1.459085801796648e-28,0.22097018358125248,1.5151365694885627e-26,2.5621946522516598e-26,2.946653612407538e-19,-4.506471687053925e-19,2.772919318547978e-19,2.7390966660702593e-17,-3.559905028452852e-19,3.385141968643044e-17,7.761413755481335e-26,-5.757507487928038e-31,3.801419566157267e-32,6.852099909272212e-29,1.0012336885203792e-27,7.929391085814157e-18,-5.15758196946552e-35,3.0813483616318447e-31,7.44441487619168e-19,-2.0093184673559004e-18,3.246264633380337e-36,7.562619523924493e-243,2.9305023326769535e-19,-1.443873177374849e-41,-5.04879777903306e-27,5.914688082350853e-19,-1.4328613878505337e-17,3.275594997095249e-29,0.05166064141858986,2.2998860701477298e-24,-1.2591182246920935e-20,2.611106242028258e-26,-9.414888187281909e-18,-1.6963229095612195e-53,-2.365913026105319e-24,2.8552675054575515e-23,-1.1643876255457001e-18,-8.682287785380331e-19,-4.2766769203188904e-18,2.6677930024479844e-22,1.441049516207969e-19,-1.1651431145604018e-18,-1.980757055325757e-43,3.290894678839281e-39,-2.7899019125268626e-18,1.080267939488596e-17,-8.979980769746404e-51,2.107702214776748e-18,-5.346477351298722e-40,-5.787591660207833e-20,3.3152845929022586e-18,-1.8773683131503305e-37,-1.9291259824335925e-40,-1.3514957753921652e-25,3.4288198793704133e-31,-8.072688953113951e-21,-1.0704010615648696e-21,-1.5343154418337685e-18,-4.946232727780154e-44,-3.067579218426047e-37,1.545963333869272e-20,-2.7808013732552205e-18,1.4760271564409825e-17,3.0607590471916175e-18,-2.3376795904281543e-17,-2.3634458586089054e-18,-3.627806968289283e-19,-9.301155026207919e-20,9.47324545592617e-18,-2.4830353940849204e-18,-4.791257323507914e-29,4.579369356241413e-18,-3.0626587057844526e-18,-7.770188266322703e-38,9.12586081626197e-18,3.532788312909615e-29,-3.61179958191911e-32,-7.852712113031299e-20,-2.4383607554163225e-26,6.103497359698797e-19,-8.851657312197437e-19,5.895980690431368e-25,-7.859726514968518e-30,-5.1589282461697275e-18,-5.9121487760465924e-18,1.1530181973182125e-25,3.930010908947113e-18,-2.1739678114789804e-32,-1.3724011869186032e-27,-1.941316388728425e-19,7.870930720895113e-25,-1.0799424161713677e-30,-8.288077793118636e-19,6.736377333222761e-19,-2.3513208711041014e-18,-1.0324976727808149e-17,4.39433995745584e-34,2.6111509710883396e-18,8.163892905697711e-27,-7.188494073349383e-19,-6.215617210838733e-19,2.2932790290856095e-32,-5.002741156516416e-31,-1.2790145301360157e-21,-1.222238656098829e-20,4.0569952473789254e-19,-7.85817803265035e-39,-2.5482359595686825e-18,-5.144396303358061e-18,-2.0202052875673424e-18,1.0589978701926959e-17,-2.1702646304303365e-17,-1.583691859055531e-34,3.666018732408734e-20,1.1469977007778978e-44,-1.7982774502002318e-34,-4.008724268233862e-23,-1.7439421043243276e-25,-9.36227894890135e-51,-4.81692717392653e-22,-1.393539026587037e-26,-3.821934020781039e-18,-3.774688242641219e-18,-2.1559407979787872e-41,4.493460263481167e-18,2.187674807540859e-27,-2.4463515365209736e-20,6.505616907205451e-19,1.5162849122555846e-17,-1.0820662879551153e-20,-6.099862626668616e-20,1.5391273180759035e-18,-3.4280645388390034e-18,2.0004680567655199e-19,6.835655071703004e-18,4.054527141398722e-27,9.996182104126406e-19,-2.6707595976794328e-17,6.288888919318266e-18,-4.937679869708014e-40,4.228957280447939e-29,-9.20572707589163e-19,-3.996901125307447e-20,-3.8331473686626365e-27,-2.2496480513380312e-18,-3.6968103252668154e-20,9.206589468803281e-18,-2.7779913057082905e-17,6.986187552577563e-23,9.566960898372343e-20,1.6601785924836672e-23,4.0350250149937945e-19,2.2322371074838682e-23,1.9448937219546448e-32,-1.6829040985884608e-23,5.965005633256409e-20,1.6537348777868214e-19
0.049999999999999996,0.4998378674363079,2.2534000306561895e-296,298.00000000000006,1.1781107504218684,0.7273691750001579,-2.0118084507736954e-28,0.22097018358125248,2.8807016664889295e-28,2.5047781103079747e-26,2.946653674741312e-19,-4.506153922086075e-19,2.772925131733314e-19,2.772054290676428e-17,-3.5599070366703566e-19,3.3931826320006187e-17,6.194615647047745e-26,-8.08621771691296e-38,1.7457595588596442e-39,1.2369855954468944e-30,2.3444722939346983e-29,8.0447505929365e-18,-5.15366815936689e-35,3.8092219581849304e-38,7.447245772030388e-19,-2.0093182191534106e-18,5.855251324114828e-38,7.562619809557137e-243,2.9305023328138274e-19,-1.3161330307163386e-41,-5.048876516008604e-27,5.914688087663023e-19,-1.432859627762587e-17,3.207174861826095e-29,0.05166064141858986,2.187579776066141e-24,-1.2591182247380275e-20,2.740708841242948e-27,-9.36294858472397e-18,-1.696322700021812e-53,4.2319714462618575e-24,2.646746027008911e-23,-1.1643876255723384e-18,-8.68228778499468e-19,-4.1817456999973646e-18,3.733200208607843e-24,1.4410495158895915e-19,-1.1651443813055094e-18,-2.268963708882994e-43,6.622297272409469e-41,-2.7899036483380254e-18,1.0802680731003735e-17,-1.9610234068074422e-56,2.1077022144772306e-18,-2.136139957705825e-42,-5.787591661211734e-20,3.3152845926230696e-18,-1.876599629124886e-37,-1.762792657920473e-40,-1.3645502952399703e-25,2.944220520943491e-38,-8.0726889522917e-21,-1.070401061639188e-21,-1.5343154428300104e-18,-3.111195722594345e-43,-3.3193881462102803e-37,1.5459633852110014e-20,-2.78080146506101e-18,1.4824217544221242e-17,3.223580087780327e-18,-2.337678488231865e-17,-2.3634458593479525e-18,-3.627807012508565e-19,-9.30115502307574e-20,8.781408017132303e-18,-2.3290441671673024e-18,6.504853531673084e-30,4.5793693561768064e-18,-3.062658705760464e-18,5.8407077933688916e-37,9.013456168650387e-18,3.532788312833732e-29,-3.5465472144709413e-32,-7.852712843379602e-20,-7.926195376891955e-28,6.103497319464303e-19,-8.851657116385937e-19,5.895980532404851e-25,-7.71772923313057e-30,-5.158928251227343e-18,-5.912146185370095e-18,1.1530183751728808e-25,3.9300100864827544e-18,-5.1813349996758554e-33,-1.3818679106797097e-27,-1.941316367789054e-19,2.1580985647142348e-28,-1.0799422485650291e-30,-8.288077792093517e-19,6.736377290361078e-19,-2.3513201192489617e-18,-1.032497512537034e-17,-5.7138053662469385e-37,2.6111500182097425e-18,2.266509520465749e-30,-7.089794669170578e-19,-6.215617211059429e-19,4.2060227411482244e-32,-8.102221378286283e-31,-1.2790141211751085e-21,-1.2222382652641728e-20,3.9589451942040573e-19,-1.3787204612168146e-39,-2.548235959646034e-18,-5.144396303398173e-18,-2.0202052875307405e-18,1.0589978700514109e-17,-2.1702646305999317e-17,-1.5836937198747942e-34,3.666018221001264e-20,7.039037582745505e-45,-1.7982790123083141e-34,-4.0087242509979176e-23,-1.743942104313503e-25,-9.770488675589458e-51,-4.816927174055823e-22,-1.3935390265728552e-26,-3.821934020516476e-18,-3.774688435523254e-18,-3.40843274271857e-42,4.4934605006358974e-18,2.192395918185215e-27,-2.4463515371208238e-20,6.5056168671776415e-19,1.5123882008608118e-17,-1.0820658139616295e-20,-6.099862626612808e-20,1.5391273175619614e-18,-3.428064538726452e-18,2.0004680569006161e-19,7.01445995840774e-18,3.959701075104573e-27,9.996182103946817e-19,-2.6691906408192e-17,6.314934107395088e-18,-3.91143756084358e-40,1.1646968736759243e-32,-9.205727074931162e-19,-3.996890157109687e-20,-2.9722796430117456e-30,-2.249648158491806e-18,-3.6968103343024313e-20,9.029700227759058e-18,-2.7778340562697647e-17,6.986187554156599e-23,9.565925289952495e-20,2.8260948805982515e-23,4.0350250149688807e-19,2.2302500299994134e-23,1.9498138271856226e-32,-1.680706046383001e-23,5.965006529482939e-20,1.6537351678802716e-19
0.075,0.499837867436308,3.650638221731355e-296,298.00000000000006,1.1781107504218684,0.7273691750001579,-1.9767825223896114e-28,0.22097018358125248,2.8136712191601608e-28,2.492424753348634e-26,2.946653738549948e-19,-4.505758678407851e-19,2.7729322279255473e-19,2.810208097218318e-17,-3.559909510817708e-19,3.4023148732077015e-17,5.628287833133592e-26,-3.3598212719360925e-44,6.411837996643523e-47,1.208009187916404e-30,2.2898609881867028e-29,8.186329116636417e-18,-5.151641130857459e-35,-4.9858785597468314e-43,7.44728544913581e-19,-2.009317910350053e-18,5.718076125388015e-38,7.562620085526981e-243,2.93050233295495e-19,-1.30384765826136e-41,-5.04886817792911e-27,5.914688093211134e-19,-1.432857471221494e-17,3.191356575569354e-29,0.05166064141858986,2.060119791915275e-24,-1.2591182247845661e-20,2.7101761261281646e-27,-9.30309030323771e-18,-1.69632243932121e-53,4.2149687247302764e-24,2.4094598146779706e-23,-1.164387625600205e-18,-8.682287784594733e-19,-4.073121152800753e-18,4.1905608776171623e-26,1.4410495155596816e-19,-1.1651459637466652e-18,-2.5301607733200513e-43,6.484088127875767e-41,-2.7899058220003694e-18,1.0802682406162785e-17,-1.8350992872216025e-56,2.1077022141669895e-18,-2.05826419454058e-42,-5.78759166220795e-20,3.3152845923321617e-18,-1.8758612696454698e-37,-1.7443098470205228e-40,-1.3665073397769555e-25,2.0223126746225897e-45,-8.072688951523157e-21,-1.0704010617108506e-21,-1.5343154439614265e-18,-3.099029280507802e-43,-3.2981071567201062e-37,1.545963385567414e-20,-2.780801579867401e-18,1.4895973351170258e-17,3.4088612147262307e-18,-2.33767711021074e-17,-2.3634458602495574e-18,-3.627807067895737e-19,-9.301155020071983e-20,7.994136745915808e-18,-2.153810922089195e-18,6.638914925883377e-30,4.5793693561146266e-18,-3.0626587057364465e-18,1.029076573309699e-36,8.87510683627424e-18,3.5327883127635796e-29,-3.4739272119936606e-32,-7.852713747200267e-20,-2.0645851440978418e-29,6.103497268511037e-19,-8.851656874771708e-19,5.895980334806917e-25,-7.559699156017981e-30,-5.1589282575276944e-18,-5.912142940714872e-18,1.153018599675404e-25,3.930009050699893e-18,-4.410729208747743e-33,-1.3924318599930693e-27,-1.9413163674706868e-19,4.7336150050090133e-32,-1.0799420390303019e-30,-8.288077791506679e-19,6.736377236735589e-19,-2.3513191794450042e-18,-1.0324973122068302e-17,-8.146218530841367e-37,2.6111488271124373e-18,5.03394109301819e-34,-6.968530510275855e-19,-6.215617211235813e-19,6.597038824491548e-32,-1.1976562166982119e-30,-1.2790136099699788e-21,-1.2222377767187076e-20,3.838478842171723e-19,-1.3730320178267526e-39,-2.5482359596904937e-18,-5.144396303431188e-18,-2.02020528750028e-18,1.058997869933486e-17,-2.1702646307403983e-17,-1.5836951293727156e-34,3.666017581599475e-20,6.969035818419324e-45,-1.7982806127689501e-34,-4.00872422958231e-23,-1.7439421043050109e-25,-9.685924850673976e-51,-4.816927174150615e-22,-1.3935390265617224e-26,-3.821934020199279e-18,-3.7746886772333694e-18,-3.341685182454167e-42,4.493460797803273e-18,2.1974559381811522e-27,-2.446351537669348e-20,6.505616817099578e-19,1.5075329497321998e-17,-1.0820652217606544e-20,-6.099862626558258e-20,1.5391273169350835e-18,-3.428064538619848e-18,2.0004680570228395e-19,7.232624190769373e-18,3.853785770620339e-27,9.99618210378436e-19,-2.6672357435410157e-17,6.34738491349417e-18,-3.848357555907686e-40,2.4344374016362824e-36,-9.205727074032908e-19,-3.996878542774554e-20,-2.8545109012949813e-30,-2.2496482871938463e-18,-3.696810344669096e-20,8.813873382482555e-18,-2.777642196088896e-17,6.986187555601573e-23,9.564630958847229e-20,4.283288294244132e-23,4.0350250149477763e-19,2.2277689442550364e-23,1.9551284807977453e-32,-1.6779615354315066e-23,5.965006501865528e-20,1.6537355227942972e-19
0.09999999999999999,0.499837867436308,5.221510194126703e-296,298.00000000000006,1.1781107504218684,0.7273691750001579,-1.9421587519776273e-28,0.22097018358125248,2.799865858190008e-28,2.480299522370847e-26,2.9466538023573474e-19,-4.505365356810392e-19,2.7729392893008575e-19,2.845606225954789e-17,-3.559911967274114e-19,3.4106316832708105e-17,5.12565999064303e-26,-8.912600339569903e-45,-1.1390747482551913e-54,1.2020820014886458e-30,2.2786298292462068e-29,8.325339171391739e-18,-5.150134575448139e-35,-4.980570230331962e-43,7.4472858456721285e-19,-2.0093176030498542e-18,5.690019957644645e-38,7.562620361501654e-243,2.9305023330960715e-19,-1.2917830712981268e-41,-5.048859767520289e-27,5.914688098759237e-19,-1.432855323646245e-17,3.175830676835189e-29,0.05166064141858986,1.943115988368841e-24,-1.259118224831105e-20,2.6969695946719908e-27,-9.247855026301566e-18,-1.6963221798895247e-53,4.1944652868989385e-24,2.1934464080692175e-23,-1.1643876256280671e-18,-8.682287784194779e-19,-3.973637401100454e-18,4.703953544797778e-28,1.4410495152297717e-19,-1.1651475453960575e-18,-2.7826184767959022e-43,6.427099048714489e-41,-2.789907997277413e-18,1.0802684085035742e-17,-1.8525872562817993e-56,2.1077022138567484e-18,-2.0390554270617965e-42,-5.787591663204166e-20,3.3152845920412508e-18,-1.8753119004588245e-37,-1.7259513310423381e-40,-1.367520552280647e-25,1.3890683780898457e-52,-8.072688950754615e-21,-1.0704010617825133e-21,-1.5343154450790883e-18,-3.086458994342112e-43,-3.274539953783636e-37,1.545963385221103e-20,-2.780801694701356e-18,1.4960285661026043e-17,3.577531468578617e-18,-2.337675731934039e-17,-2.3634458611511607e-18,-3.6278071232828785e-19,-9.301155017068226e-20,7.277444665147622e-18,-1.9942877257576446e-18,6.607023226218589e-30,4.579369356052445e-18,-3.06265870571243e-18,1.2269871202306333e-36,8.738881055308043e-18,3.532788312693427e-29,-3.409405453592071e-32,-7.852714642375163e-20,-4.350061484679305e-31,6.103497218341702e-19,-8.851656635975593e-19,5.895980137208998e-25,-7.419291858486852e-30,-5.158928263763199e-18,-5.912139690552488e-18,1.1530188260800756e-25,3.930008007908545e-18,-4.0154923758287804e-33,-1.4018549632674057e-27,-1.9413163674424656e-19,9.844108657071339e-36,-1.0799418294944536e-30,-8.288077790919979e-19,6.736377183110099e-19,-2.351318239641421e-18,-1.032497111876656e-17,-8.146280464347076e-37,2.6111476360156067e-18,1.1175380403044962e-37,-6.849340458857003e-19,-6.215617211412152e-19,8.988139545334318e-32,-1.5850893559217516e-30,-1.279013098765053e-21,-1.2222372881734383e-20,3.7200729518583936e-19,-1.369286511389316e-39,-2.5482359597349596e-18,-5.144396303464203e-18,-2.0202052874698164e-18,1.0589978698155513e-17,-2.1702646308808648e-17,-1.5836965284597558e-34,3.6660169421979557e-20,6.901588284714178e-45,-1.7982822016360309e-34,-4.008724208166665e-23,-1.7439421042965189e-25,-9.602688297780567e-51,-4.816927174245407e-22,-1.3935390265505908e-26,-3.821934019881553e-18,-3.774688919482349e-18,-3.278153194376578e-42,4.493461095633363e-18,2.202118917694677e-27,-2.4463515382179298e-20,6.505616766983026e-19,1.5026932873122807e-17,-1.082064629124867e-20,-6.099862626503705e-20,1.5391273163175125e-18,-3.4280645385132624e-18,2.0004680571450629e-19,7.44557389057267e-18,3.7594673597333116e-27,9.996182103621897e-19,-2.6652871248668526e-17,6.379731541630701e-18,-3.7811892499757065e-40,-1.197635338869809e-37,-9.205727073134655e-19,-3.99686692893294e-20,-2.8544997105608812e-30,-2.249648415895369e-18,-3.6968103549114225e-20,8.603205229925981e-18,-2.777454924936961e-17,6.986187557046999e-23,9.563336806645862e-20,5.740280293120905e-23,4.035025014926671e-19,2.225290616890946e-23,1.9597679391986886e-32,-1.6752200757269984e-23,5.965006473993315e-20,1.6537358795159043e-19
